tissue,Geneid,logFC,AveExpr,t,P.Value,adj.P.Val,B,HSvsC,SYMBOL
head,FBgn0033699,-0.39663967803378064,11.165968785430326,-13.678062229642679,6.889960657675512e-41,1.0834863713302748e-38,81.89088935805516,-1,RpS11
head,FBgn0016726,-0.4359191022091693,10.587354740194963,-13.586140305823061,2.195407292945702e-40,3.3739418442951907e-38,80.7500549628362,-1,RpL29
head,FBgn0034394,-0.8336275162139586,7.642536966068973,-13.542228075139713,3.810239845895648e-40,5.725520408432528e-38,80.26222561598463,-1,CG15096
head,FBgn0085360,-0.7717474833325397,6.890535278807766,-13.506479979404267,5.962078293811685e-40,8.764255091903177e-38,79.8460596433027,-1,CG34331
head,FBgn0053481,0.5929582398678512,6.498787738017741,13.484576271703897,7.840210148305136e-40,1.1279893834646665e-37,79.57597374013449,1,dpr7
head,FBgn0031771,0.8170857531485254,5.554291073857265,13.413484206195932,1.902071214300418e-39,2.6795428231457137e-37,78.71802064999359,1,ND-51
head,FBgn0025712,0.9444793640136364,4.110951976161672,13.408087646492119,2.034112661010927e-39,2.8070754721950792e-37,78.49810394068055,1,CG13920
head,FBgn0010078,-0.39644912493408846,10.509118818433846,-13.367309367904808,3.375303423047804e-39,4.56476034932985e-37,78.03960554090455,-1,RpL23
head,FBgn0086691,-0.8320732666496653,6.7585811310242665,-13.351246771662709,4.119011471933198e-39,5.461324622198487e-37,77.93677816378894,-1,UK114
head,FBgn0033366,-0.9711555392345375,5.179874949992755,-13.332296129686263,5.208475381417485e-39,6.773021255604814e-37,77.70235452532398,-1,Ance-4
head,FBgn0028369,-0.4514629411781055,8.933085674375814,-13.257423209903266,1.3127973822249538e-38,1.6749313016236107e-36,76.71576053373629,-1,kirre
head,FBgn0015521,-0.3732731044694191,10.756778693646373,-13.251252209255103,1.4164581948489807e-38,1.7737204284386683e-36,76.61259449138626,-1,RpS21
head,FBgn0034051,0.6905154301923959,5.2584002076645575,13.168015553326088,3.9367998690970447e-38,4.840116493606222e-36,75.71725898286996,1,Mlf
head,FBgn0031558,-0.9701514579574226,6.311106716909217,-13.124887235062808,6.671814470344184e-38,7.914878850608311e-36,75.19666114816872,-1,CG16704
head,FBgn0019936,-0.4155493968392818,10.432986022156946,-13.12727090592545,6.480346113194963e-38,7.825017931682918e-36,75.10955615618006,-1,RpS20
head,FBgn0039073,-1.4430198324267458,3.5189137114359195,-13.111412302855802,7.864921609408191e-38,9.16941377979624e-36,74.67480112900986,-1,CG4408
head,FBgn0087005,0.9154307854087005,5.2209739822801415,13.081914625341218,1.126911494418958e-37,1.2915551737730497e-35,74.6735130900131,1,rtp
head,FBgn0027657,-0.5833797973696839,8.371664422650564,-13.061369609434717,1.4471203264160043e-37,1.6309046078708368e-35,74.35467467342825,-1,glob1
head,FBgn0031561,-0.6777588177141602,9.140763673934687,-13.042113092817932,1.8288466771853988e-37,2.0273215132996174e-35,74.10613649617461,-1,IM33
head,FBgn0031417,-0.8974880752065744,6.690971486150437,-13.01663008768585,2.4919037631321445e-37,2.7177827816612193e-35,73.87560250363093,-1,CG3597
head,FBgn0283494,-0.7696699337689568,4.899129221505138,-12.992538369250903,3.3369260905691166e-37,3.5816340038775183e-35,73.58364843588348,-1,Ak2
head,FBgn0010409,-0.35606207289467307,11.310970719213467,-12.967774884828387,4.50289481978975e-37,4.6843961186797366e-35,73.17212172993456,-1,RpL18A
head,FBgn0013694,-1.0154229272786504,3.435984415410935,-12.977085745471744,4.0233038659603325e-37,4.250871990878714e-35,73.05917547199589,-1,trnG
head,FBgn0040007,-0.44229305739159486,11.087578659881295,-12.94464756696714,5.954553163680548e-37,6.100710377698161e-35,72.89899999109743,-1,RpL38
head,FBgn0014028,1.0182670048541915,4.547958893159491,12.92398939053626,7.640040645942304e-37,7.710739529531621e-35,72.72944116602247,1,SdhB
head,FBgn0030973,0.5902759315920418,6.989090561377891,12.877839186912064,1.331651589152059e-36,1.3242100067420916e-34,72.18578767898315,1,CG7332
head,FBgn0038858,-0.6717383607634257,5.792887027865532,-12.836443175998316,2.1888113748437354e-36,2.1450351473468605e-34,71.75147041316428,-1,CG5793
head,FBgn0033912,-0.3824646952876929,11.124717514686061,-12.815681750239321,2.8068988910147615e-36,2.7114643287202595e-34,71.35996541935556,-1,RpS23
head,FBgn0005391,-0.9143224758681718,13.07821783557369,-12.802669751452664,3.2798259862714636e-36,3.123687791432061e-34,71.17854096528002,-1,Yp2
head,FBgn0030157,-0.7418872146085889,7.183022260725675,-12.777829050755825,4.413548320529889e-36,4.145057464364321e-34,71.01145033199646,-1,CG1468
head,FBgn0032820,-0.9645764967874157,6.790089346242162,-12.681878362406257,1.3830371799919038e-35,1.2811092343979798e-33,69.89546356843844,-1,fbp
head,FBgn0013325,-0.3535695169517812,10.864670874435125,-12.669571188142216,1.600406122469142e-35,1.4624251621805862e-33,69.6381278409571,-1,RpL11
head,FBgn0022355,-0.8985898252405207,10.368288446571814,-12.650558297073042,2.0047776477228033e-35,1.76055927972748e-33,69.42398047641929,-1,Tsf1
head,FBgn0040349,-1.7146798864903428,3.5311465238776085,-12.651530947020488,1.98181997576047e-35,1.76055927972748e-33,69.32710161543103,-1,CG3699
head,FBgn0033482,1.2795968393728274,2.662908817474619,12.666672825597079,1.6563517415028279e-35,1.4933667301389496e-33,69.19883598467989,1,CG1371
head,FBgn0267428,-0.4313870897988519,6.5954236578208185,-12.604136458337582,3.4707109078044447e-35,3.0088393793043146e-33,68.9798328099943,-1,DIP-lambda
head,FBgn0052549,-0.38850043302701653,6.927099264610492,-12.598981171699,3.6884362278533727e-35,3.1571146547777856e-33,68.90681442235858,-1,Nt5b
head,FBgn0035076,-1.0926219475463466,4.623966839674751,-12.5800371062138,4.6117179670982867e-35,3.898054611689827e-33,68.68782497067039,-1,Ance-5
head,FBgn0001257,0.6270869593910291,6.97536418438755,12.556485477541136,6.085656591861872e-35,5.0184402285573146e-33,68.40950255356363,1,ImpL2
head,FBgn0027885,0.5720194980460649,7.139364036309881,12.557207958588352,6.03414128987158e-35,5.0184402285573146e-33,68.40399653989803,1,NA
head,FBgn0033484,0.45279797585331316,7.601503816121587,12.516801587446281,9.701066431806305e-35,7.903447133960751e-33,67.92542221433487,1,CG2269
head,FBgn0259108,0.5630375888243941,7.8792395392512224,12.470134895356649,1.6759750882980857e-34,1.349159946079959e-32,67.36399544114586,1,futsch
head,FBgn0033132,0.9249270407508856,5.3984852011145215,12.441483641615235,2.3424789522755342e-34,1.86351090297496e-32,67.13710249102809,1,Tsp42Ej
head,FBgn0046323,0.8878641496291828,2.879622975319635,12.432572094101031,2.5992294706782395e-34,2.0437197303170065e-32,66.8280850312764,1,ORY
head,FBgn0010014,0.5117946263937894,6.6069926009088835,12.398614233879078,3.861090013218676e-34,3.000998927515481e-32,66.6027302039372,1,CanB
head,FBgn0013467,0.3661976324744822,7.387915334781836,12.307042734531553,1.1172883088022197e-33,8.48888038665237e-32,65.50644384732198,1,igl
head,FBgn0032281,-1.5633962336365705,2.6267086075786086,-12.324790761475155,9.098212592535148e-34,6.991149267127576e-32,65.20942478673172,-1,CG17107
head,FBgn0041581,-1.863935936954495,4.359864719258133,-12.277743536642523,1.5674549538641653e-33,1.1743353934218076e-31,65.19206824013986,-1,AttB
head,FBgn0039241,-1.0027764626055768,5.092990989957847,-12.268978750192726,1.7342849435599938e-33,1.2746994335165955e-31,65.15529832478893,-1,CG11089
head,FBgn0021800,0.5186882712462628,7.295408456937806,12.242624719016174,2.3498166568596665e-33,1.6903681099664962e-31,64.77043300732957,1,Reph
head,FBgn0012042,-2.1784427572582388,3.855651820167406,-12.246571119267932,2.245411595588772e-33,1.6326315278893845e-31,64.76315989660435,-1,AttA
head,FBgn0261575,-2.0751677911247874,2.2648902244533216,-12.277032720636345,1.580368541871998e-33,1.1743353934218076e-31,64.60161746865323,-1,tobi
head,FBgn0039358,0.911307470875343,4.200276669129186,12.183036376918023,4.660197332716716e-33,3.317079406718993e-31,64.11116471574898,1,Idh3g
head,FBgn0262559,-0.29397072037653693,9.138031896172887,-12.13509982014276,8.067236063680545e-33,5.682359402354984e-31,63.50306057864873,-1,Mdh2
head,FBgn0037537,0.814475195694337,4.054344225447257,12.110529117324528,1.0679908951281515e-32,7.445107662738722e-31,63.271550647613864,1,CG2767
head,FBgn0000346,0.4530825687781377,6.834862233566335,12.103077317941606,1.1627279904076444e-32,8.022823133812746e-31,63.22119462308737,1,comt
head,FBgn0064225,-0.32994987372036455,11.76485771541146,-12.074379400851912,1.612291935112689e-32,1.1012442490133335e-30,62.767913672681075,-1,RpL5
head,FBgn0045063,-0.5139019825967699,5.260961139995928,-12.046904846525255,2.2033633859395467e-32,1.4751626946260608e-30,62.65289695664928,-1,fdl
head,FBgn0038453,0.8806599082650584,3.7256016417418665,12.057953861961465,1.9434296469102795e-32,1.3141471272407311e-30,62.62361102842277,1,Arl6IP1
head,FBgn0032350,-0.43965574962433607,7.3698461144692615,-11.977838487411502,4.8183089759728374e-32,3.194255421130228e-30,61.790214598387,-1,CG6287
head,FBgn0025626,0.8795062114698688,4.640075036471965,11.913026447018098,1.000557365181015e-31,6.568707673159246e-30,61.15956139112926,1,CG4281
head,FBgn0037135,0.6254290963607154,5.570267062306909,11.895043269257556,1.2247074454050366e-31,7.962953601758517e-30,60.95471770548279,1,eIF2A
head,FBgn0029785,-0.32341128399388985,10.461392751448349,-11.833801610694447,2.433011038926597e-31,1.5668591090687286e-29,60.10075205434519,-1,RpL35
head,FBgn0261794,0.3745249216384172,7.253194276102057,11.797951523583531,3.6311026605915596e-31,2.3163694519735968e-29,59.788213172375265,1,kcc
head,FBgn0026721,-0.6274258660598715,6.488859832731156,-11.776915555963747,4.590536441230373e-31,2.901047422018671e-29,59.6081431512573,-1,fat-spondin
head,FBgn0010774,0.8278446376483277,4.361047878312931,11.690557256422979,1.1973890440505534e-30,7.496985848027632e-29,58.67942511911045,1,Ref1
head,FBgn0031560,-0.7397901986863822,6.275978993633875,-11.651004326949616,1.8537532796683416e-30,1.1500073098272776e-28,58.249204012220304,-1,CG16713
head,FBgn0264894,0.6820112359914849,4.679916040039619,11.64084038029187,2.0736682247057727e-30,1.263256264455895e-28,58.17076971731543,1,CG44085
head,FBgn0032021,0.41270736835890887,6.984058708206165,11.644617974561474,1.9890611642689594e-30,1.2227301447987914e-28,58.12522044920492,1,CG7781
head,FBgn0031478,0.964918035033592,3.5391607622683874,11.623077505807222,2.5219623387350892e-30,1.52263476201131e-28,57.803693268091216,1,CG8814
head,FBgn0034180,0.5687214279124548,5.876969733336982,11.593788048820203,3.480562609646909e-30,2.082793306763929e-28,57.62732290011768,1,Ehbp1
head,FBgn0037374,0.7669044458761283,4.943154585857196,11.572861760211273,4.379487914286444e-30,2.5977278312635907e-28,57.434586040920806,1,jagn
head,FBgn0039827,-1.1529404315765088,3.3659339818575758,-11.561987209147299,4.934124017085834e-30,2.9012649220464705e-28,57.12342740069097,-1,CG1544
head,FBgn0029891,0.7331003156968023,5.095169072167463,11.537939322416285,6.42067580866775e-30,3.7428111912251148e-28,57.05845618642803,1,Pink1
head,FBgn0004828,0.34036043466858246,10.11236463299242,11.528882473477124,7.089263584781939e-30,4.097230800025254e-28,56.766505891118086,1,His3.3B
head,FBgn0027111,0.4813758803145074,7.5029515616832185,11.511389198948615,8.582460169678738e-30,4.876856778770388e-28,56.65498526176314,1,miple1
head,FBgn0265577,-2.6147461644515193,3.365314444031165,-11.513217818094674,8.412781143104523e-30,4.8209513635315915e-28,56.62976293565067,-1,IBIN
head,FBgn0020415,-0.5159416080433825,7.659965776431877,-11.501182333008096,9.593912715906138e-30,5.406169815413108e-28,56.54069544881958,-1,Idgf2
head,FBgn0264607,0.36119278364410157,7.565804681944184,11.4815242803227,1.1887114483735415e-29,6.643030424712304e-28,56.32406714027707,1,CaMKII
head,FBgn0003231,0.867340961124432,3.7379373454914897,11.446597380336,1.738255113964614e-29,9.634492689039935e-28,55.97281739733543,1,ref(2)P
head,FBgn0032886,0.5493316096552343,7.118532027769562,11.414353633258765,2.466515631912912e-29,1.34504666959638e-27,55.613624007723395,1,CG9328
head,FBgn0033872,0.39327594099377894,8.537869036242371,11.41488339859443,2.452392675188775e-29,1.34504666959638e-27,55.57651857296458,1,CG6329
head,FBgn0010516,-0.36012949730826627,7.637476502196382,-11.401122326814956,2.846671553041532e-29,1.5399354433333472e-27,55.46274869972504,-1,wal
head,FBgn0039682,-0.5892425775685215,9.440279080931715,-11.396377402427223,2.9967256801308004e-29,1.6082427816701961e-27,55.357138010279684,-1,Obp99c
head,FBgn0004574,0.4050514224613382,6.847790411569895,11.37071964634665,3.9549795032078174e-29,2.1057930236764775e-27,55.17769017589031,1,Rop
head,FBgn0034063,-1.0986586455412235,3.659882832454887,-11.364506867974436,4.229469668210137e-29,2.2170289842199183e-27,55.081638940584284,-1,CG8389
head,FBgn0262782,-0.3660226402087119,8.830522828442485,-11.367195159853196,4.108449064065424e-29,2.1704166071258125e-27,55.057709998630386,-1,Mdh1
head,FBgn0011581,0.5446551168105449,7.7264241710006045,11.319470119320915,6.872590661138447e-29,3.574804465432168e-27,54.587572528469174,1,Ms
head,FBgn0039697,-0.377282847444814,7.59544942026981,-11.311336890390386,7.500971224982373e-29,3.871875375826779e-27,54.50467519725957,-1,Etfb
head,FBgn0032482,0.594590288513384,5.344705675497409,11.297768364246437,8.678691949626436e-29,4.445857194194997e-27,54.48469967453467,1,Pect
head,FBgn0041605,0.369535350415255,10.220298509792228,11.273813363108005,1.122308851070306e-28,5.7060544743890295e-27,54.029476001304644,1,cpx
head,FBgn0261458,0.8247924895857937,3.7989591049009084,11.228728451335229,1.8184417666148072e-28,9.176345690932332e-27,53.691681558453645,1,capt
head,FBgn0004516,0.44209023078924936,7.528694445799424,11.222510983077695,1.9433235630184266e-28,9.733891802318963e-27,53.56280625599105,1,Gad1
head,FBgn0023458,0.3795158107415615,6.33760796226734,11.212632769456931,2.1594643296716375e-28,1.0736983674440892e-26,53.51883556661121,1,Rbcn-3A
head,FBgn0039722,0.7373100057397721,5.473822165824447,11.206380835949021,2.308422439150696e-28,1.1393833966085406e-26,53.51592890016797,1,Capa
head,FBgn0031069,0.8197629199369656,4.131680200301774,11.196303640504972,2.5702758759519258e-28,1.2594351792164437e-26,53.3968242925068,1,Abcd3
head,FBgn0085468,-0.5116235226851593,6.36639798601864,-11.164320322234808,3.6127825027179455e-28,1.757527718228687e-26,53.02445140519592,-1,ND-MWFE
head,FBgn0086254,-0.6186116468709528,7.063924653590795,-11.155454334773086,3.969764121174179e-28,1.9173960705271285e-26,52.88743015830881,-1,Akr1B
head,FBgn0259994,0.374226923259938,7.318261752177645,11.135638601843066,4.89920622574003e-28,2.3495342197485167e-26,52.654980595774624,1,OtopLa
head,FBgn0023479,-0.4772183777870307,6.996545022499576,-11.125719364791284,5.442585893876639e-28,2.5917440714361855e-26,52.57377806001182,-1,teq
head,FBgn0087007,-0.4702711722194599,5.291019622966579,-11.09658365130481,7.4092392978406625e-28,3.503585743496403e-26,52.36537731103087,-1,bbg
head,FBgn0261439,0.4080988699323216,7.300260056961825,11.091431072709288,7.824085567586032e-28,3.674060181112274e-26,52.19675431349372,1,SdhA
head,FBgn0030616,-0.3302302494528604,11.030004505887181,-11.03710482014302,1.3877363350303323e-27,6.427310340736374e-26,51.525739559799334,-1,RpL37a
head,FBgn0031432,-1.7060902501009139,2.2372670301088844,-11.045142540987877,1.2751254771315961e-27,5.946481707837141e-26,51.37009938978207,-1,Cyp309a1
head,FBgn0041579,-2.2921044362555785,3.8955334007494993,-10.935377855578237,4.031300203259209e-27,1.8418683766512683e-25,50.68181889227221,-1,AttC
head,FBgn0004047,-0.7092638450123836,14.397905890190208,-10.94366390339006,3.6971029300254446e-27,1.7006673478117045e-25,50.503336770015316,-1,Yp3
head,FBgn0261989,-1.4623248153312476,3.7629257880858495,-10.899127553931095,5.8826664171965704e-27,2.6697040478579334e-25,50.270319049461584,-1,CG42807
head,FBgn0052068,-0.46823331684055525,6.681173004581321,-10.874034459530424,7.636719398549231e-27,3.4426331048659932e-25,49.991464068239715,-1,Adi1
head,FBgn0031285,0.2630658281627465,8.7818254809509515,10.871499308375823,7.840505083067581e-27,3.511092408722052e-25,49.86197426024873,1,CG3662
head,FBgn0263911,-0.37010137531131626,9.274956789390531,-10.847584019337438,1.0048964336110152e-26,4.47046689741953e-25,49.606294381024014,-1,COX8
head,FBgn0042185,0.7735901441686779,4.230149135322502,10.734683633058605,3.221813105821207e-26,1.4239150471609804e-24,48.67086025751841,1,MCU
head,FBgn0039685,1.5857911583580275,3.9917898303614976,10.721418059735447,3.6918650111573046e-26,1.62106436398998e-24,48.510029678954155,1,Obp99b
head,FBgn0053223,-0.5043329337095341,4.626291637372704,-10.701233766327489,4.5406207511929395e-26,1.9681844563824782e-24,48.33553125352007,-1,CG33223
head,FBgn0033065,-0.6520070154310265,7.56761465654918,-10.707250293194756,4.269161660239289e-26,1.8624562030024565e-24,48.23445149675935,-1,Cyp6w1
head,FBgn0036997,-0.8916289665138768,4.335236854540466,-10.680771094692567,5.598500428331827e-26,2.396016449137963e-24,48.11763017767639,-1,CG5955
head,FBgn0061356,-1.0709897445632484,4.766149806606836,-10.665095200547912,6.571237235404311e-26,2.7771691366127473e-24,47.97250684781027,-1,Hao
head,FBgn0039543,1.1604826843802778,2.7011649140421543,10.693917802060293,4.893868390187333e-26,2.1077922327673088e-24,47.968655749398685,1,CROT
head,FBgn0037607,-0.4963639751469575,7.840342926059505,-10.674317495964114,5.980342995268213e-26,2.543338322893312e-24,47.88661242104999,-1,CG8036
head,FBgn0022959,0.3968900158796824,8.312369114172323,10.636501483122839,8.796795094410939e-26,3.6946539396525945e-24,47.48806830044781,1,yps
head,FBgn0267435,0.5003268566467192,8.4226505058372,10.581680028455471,1.5358813413408327e-25,6.4108824877448836e-24,46.930682620761694,1,chp
head,FBgn0039674,-0.4638935109054074,6.369039264025432,-10.569009960744607,1.746377217099974e-25,7.200611428067088e-24,46.92585079845899,-1,CG1907
head,FBgn0040653,-0.8510525582909843,9.18951531302581,-10.572366121279185,1.6879834988108765e-25,7.002542588318494e-24,46.820034399995194,-1,Dso1
head,FBgn0051140,0.4662531639269254,7.009985087063568,10.557388597657827,1.9644888971658565e-25,8.050832680385164e-24,46.74401703868764,1,CG31140
head,FBgn0026088,0.7504485783985171,4.567038706640821,10.537693214120988,2.397494953172994e-25,9.76618124900951e-24,46.69935911371154,1,CG14818
head,FBgn0051451,0.4886054377421196,10.622206066099904,10.504574656290195,3.3489025736412203e-25,1.3560047426923312e-23,46.104805838452876,1,lncRNA:CR31451
head,FBgn0051326,-0.49930431389665664,6.752421430147676,-10.48588498888608,4.042343012147871e-25,1.6270430623895182e-23,46.0703056001388,-1,CG31326
head,FBgn0020626,0.876484027417975,3.539769905477829,10.457494475505356,5.376994600117009e-25,2.138778675646542e-23,45.843280720852086,1,Osbp
head,FBgn0051145,0.39370909173992796,7.311961181163194,10.46200433749532,5.138978457168567e-25,2.0561995459984525e-23,45.769362255984156,1,CG31145
head,FBgn0031418,-0.6352467241375983,5.859991991761479,-10.447073390043784,5.969615762671429e-25,2.3606164787827021e-23,45.74934255030983,-1,CG3609
head,FBgn0037723,-0.8408943828864137,3.78182718822335,-10.426505151554503,7.335821133181157e-25,2.8840013082890104e-23,45.54935098789823,-1,SpdS
head,FBgn0026562,-0.45037634274905436,8.268500244672964,-10.373139312859863,1.2500882082778975e-24,4.886182927384476e-23,44.866078821510925,-1,SPARC
head,FBgn0013705,-0.7863219967347652,4.290075949723373,-10.3432996130893,1.682368948167824e-24,6.500673615720471e-23,44.777468694295024,-1,trnS2
head,FBgn0003965,-0.7192416544096991,5.468734338742711,-10.34357045157779,1.677845779301682e-24,6.500673615720471e-23,44.76385793649758,-1,v
head,FBgn0000117,0.5319427048182543,5.390664645272329,10.336089636562097,1.8073263553448437e-24,6.94383000843286e-23,44.67965783345279,1,arm
head,FBgn0086675,0.3628536897118142,9.347272851889018,10.329216781766073,1.934991784502271e-24,7.392324546217151e-23,44.39853676502666,1,fne
head,FBgn0267430,-0.5635904504097463,5.019194848677003,-10.3039019812026,2.487200015581124e-24,9.448565452449192e-23,44.38924754596167,-1,Pzl
head,FBgn0032322,-0.8983553259059454,4.780388149972206,-10.297741042166235,2.643687644849967e-24,9.986936231550546e-23,44.34361114241313,-1,CG16743
head,FBgn0033820,-0.4926374930905375,10.563365438044453,-10.258868981567764,3.882238653536574e-24,1.458427654178573e-22,43.685395233214365,-1,CG4716
head,FBgn0023388,0.373979046068297,6.391619034967294,10.235291348483642,4.898064861868948e-24,1.8298737345833055e-22,43.61777011328064,1,Dap160
head,FBgn0030670,0.3414867018860477,7.66696439151602,10.212288943843587,6.1419360058893065e-24,2.2819654544957962e-22,43.319787996786516,1,Pis
head,FBgn0002921,0.3007834929179971,10.74306006853695,10.210038006516184,6.279313341433462e-24,2.3202577494411515e-22,43.20357215285039,1,Atpalpha
head,FBgn0010235,1.0635623320613758,2.3874586887693323,10.16555370941939,9.713646600303855e-24,3.569765125611667e-22,42.777797058922474,1,Klc
head,FBgn0036622,-0.7358793683438787,4.981240289830042,-10.094779712785286,1.937805168650413e-23,7.007186390595773e-22,42.37994540793906,-1,Agpat4
