Geneid,SYMBOL,tissue,betahat,sebetahat,NegativeProb,PositiveProb,lfsr,svalue,lfdr,qvalue,PosteriorMean,PosteriorSD
FBgn0031081,Nep3,head,0.4500993641448348,0.1100097546062298,8.96888967548997e-5,0.9998471955262204,1.5280447377962614e-4,1.7786896721252356e-5,6.311557702472643e-5,7.562033180440716e-6,0.38016953517192126,0.10275882177150546
FBgn0031080,CG12655,head,0.011692382991673786,0.1842548893793979,0.45771782870721495,0.4964691650301322,0.5035308349698677,0.15408138059483042,0.04581300626265279,0.016396301616148086,0.007198626195313555,0.1445849337261995
FBgn0052350,Vps11,head,0.26701897225959065,0.16350670666252487,0.08453471947174468,0.8953612998493855,0.10463870015061444,0.023212786119691166,0.020103980678869766,0.004991099288077344,0.18336873156854308,0.13884234653004063
FBgn0024733,RpL10,head,-0.4216869142922174,0.060982191593416064,0.9999999999717613,9.22994370523975e-12,2.8238744675945782e-11,3.089362072557422e-12,1.9008800970706032e-11,1.8904431705777567e-12,-0.398974369828288,0.05964334538976655
FBgn0040372,G9a,head,0.20432834352508727,0.13511377417850653,0.08999796072345745,0.8857826910145103,0.11421730898548961,0.025901046369879995,0.02421934826203216,0.0063783064414664895,0.15389609532671586,0.12008247801677074
FBgn0024989,CG3777,head,-0.30445275292879836,0.16315533438543925,0.9263842684438269,0.05843541669373272,0.07361573155617307,0.015156967981363945,0.01518031486244035,0.003515046910062746,-0.21079252416417837,0.13937233940489957
FBgn0023536,CG3156,head,-0.25506175113255003,0.17318981770435976,0.8656551431649252,0.11080790194695445,0.1343448568350748,0.031401135042756524,0.02353695488812036,0.006168993264163546,-0.16839155365078654,0.1439280571277743
FBgn0023534,CG17778,head,0.24704531632798776,0.14818761538674471,0.07471829999824932,0.9056206175695823,0.0943793824304177,0.020465048998644084,0.01966108243216838,0.004815989352667745,0.17905292230622546,0.12928290608355583
FBgn0023537,CG17896,head,-0.3221621453916399,0.07344009298602973,0.9999724778871635,1.3000590331734812e-5,2.7522112836519952e-5,2.9003515033459716e-6,1.452152250478514e-5,1.4617275048122088e-6,-0.29670050387293656,0.07075185331173352
FBgn0029525,CG18273,head,0.43011580789507237,0.15074541463185323,0.007234058764080472,0.9900012586468884,0.00999874135311165,0.0015578220491343506,0.002764682589031177,4.381498792280855e-4,0.31787304157787055,0.13310165911167335
FBgn0052816,CG32816,head,-0.23082806600064046,0.1383548814073442,0.9088612600000775,0.07118888027635843,0.0911387399999225,0.01947540103354436,0.019949859723564074,0.004944907786333796,-0.1728738094456917,0.12271194072480561
