tissue,Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,SYMBOL
body,FBgn0014931,32.64973363063091,0.08513559192369172,0.16732552877868376,0.5088021687132864,0.6108908991151318,0.7150283177877333,CG2678
body,FBgn0002542,30.947641098436865,0.39268510584108707,0.16432891634231805,2.3896287676057817,0.01686541053293956,0.04395641354745121,lds
body,FBgn0000504,29.563436941305362,0.12013349716634227,0.17023415118089646,0.705695633531749,0.4803774369745391,0.6030906763262905,dsx
body,FBgn0037531,18.598536323261158,-0.2752802825072144,0.21621925932697567,-1.2731533877420431,0.20296361729924675,0.3220249518566789,CG10445
body,FBgn0014930,98.09327337040548,0.21408150381544877,0.09973987125432829,2.14639843748704,0.03184120388869163,0.07496211923426356,CG2846
body,FBgn0004901,37.94304546918701,1.1659621713079038,0.14670616869356065,7.94760153367076,1.901571394268373e-15,7.255226242747023e-14,Prat
body,FBgn0037530,175.16359113432506,0.11254773085257155,0.07275109428044663,1.547024576959815,0.12185731938065723,0.218685219973971,EMC1
body,FBgn0037513,50.83379238071678,-0.23349687256670912,0.14701562429564435,-1.5882452881140943,0.11223088392908787,0.20471421204377896,pyd3
body,FBgn0037536,91.36752743290921,0.3271881852451724,0.100413107988725,3.258421054768179,0.001120340430505258,0.004529125451973607,CG2698
body,FBgn0037538,19.884533521568475,0.9290941447937036,0.1952360901334409,4.758823761317295,1.9472435991035502e-6,1.6520824640815385e-5,CG3223
body,FBgn0010812,29.722438035730175,0.12403228090245506,0.16906696969139043,0.7336281068316284,0.4631754258841515,0.5879045563190962,NA
body,FBgn0037547,131.2968701750868,0.6810368164148818,0.10206084998366446,6.6728507211520025,2.508815568330457e-11,6.036135367386115e-10,CG7910
body,FBgn0037548,30.66756051195471,0.1777060165491894,0.17252846336618244,1.030009849285088,0.30300538207459027,0.4341730452482129,CG7900
body,FBgn0037551,79.68634005089629,0.07396239254696019,0.10084442155413366,0.7334306787337453,0.4632957934871125,0.5879416013392839,Arl8
body,FBgn0037552,19.74829735819497,0.08807382352566084,0.19123811133488608,0.46054535317717404,0.6451248256943382,0.7428234140290263,CG7800
body,FBgn0037554,17.74007548091191,0.16248927434094076,0.22232400777585784,0.7308669718870796,0.46486041158490493,0.589231361096809,PolI
body,FBgn0037556,35.69916159252165,-0.21017428403534655,0.15488198565133307,-1.3569963165922103,0.1747823808919269,0.28713294063468653,CG9636
