Gene	Tissue	Condition	V(G)	V(e)	Vp	h2
FBgn0010583	head	ctrl	0.044378	0.327552	0.37193	0.119317
FBgn0020545	head	ctrl	0.032819	0.271846	0.304665	0.107721
FBgn0002563	head	ctrl	4.326645	0.94435	5.270995	0.82084
FBgn0046113	head	ctrl	0.507647	1.693043	2.20069	0.230676
FBgn0031292	head	ctrl	0.121351	1.828478	1.949829	0.062237
FBgn0020305	head	ctrl	0.013009	1.11473	1.12774	0.011536
FBgn0029095	head	ctrl	1e-06	0.568726	0.568727	1e-06
FBgn0031287	head	ctrl	0.026031	1.399916	1.425947	0.018255
FBgn0020304	head	ctrl	0.035816	0.272289	0.308104	0.116245
FBgn0031286	head	ctrl	1e-06	1.166396	1.166398	1e-06
FBgn0031284	head	ctrl	0.127229	1.097628	1.224858	0.103873
FBgn0026438	head	ctrl	0.089363	0.12761	0.216973	0.411862
FBgn0004611	head	ctrl	0.022209	0.178571	0.20078	0.110614
FBgn0003278	head	ctrl	0.005229	1.555652	1.560881	0.00335
FBgn0002593	head	ctrl	0.042414	0.147405	0.189819	0.223446
FBgn0031257	head	ctrl	1e-06	0.614581	0.614582	1e-06
FBgn0027592	head	ctrl	1e-06	0.684158	0.684159	1e-06
FBgn0003963	head	ctrl	0.00568	0.75678	0.76246	0.00745
FBgn0031263	head	ctrl	0.180951	0.151471	0.332422	0.544341
FBgn0031266	head	ctrl	1e-06	0.551024	0.551024	1e-06
FBgn0031268	head	ctrl	1e-06	0.643744	0.643744	1e-06
FBgn0023489	head	ctrl	0.02831	0.515388	0.543697	0.052069
FBgn0031267	head	ctrl	0.013363	0.823071	0.836434	0.015976
FBgn0031264	head	ctrl	0.123105	1.337792	1.460897	0.084267
FBgn0031260	head	ctrl	0.012656	0.311491	0.324147	0.039043
