tissue,Geneid,name,estimate,std.error,z.value,p.value
head,FBgn0025633,mean,0.190954436081569,0.0492349336352722,3.87843390825184,0.000108337628100564
head,FBgn0025633,dispersion,0.165795972899322,0.115442456304623,1.43617849278804,0.150951557297461
head,FBgn0040339,mean,-0.0938870130234526,0.096380794751744,-0.974125740146521,0.330105349507444
head,FBgn0040339,dispersion,0.445925587274632,0.115442456304623,3.86275207188897,0.000112116779919198
head,FBgn0040397,mean,-0.0993656502760244,0.0905249791904155,-1.09766001787212,0.272477746583656
head,FBgn0040397,dispersion,0.40540034389601,0.115442456304623,3.5117092694759,0.000445234772694171
head,FBgn0040349,mean,-2.12692537380978,0.120463036406475,-17.6562490640943,3.39304354633705e-65
head,FBgn0040349,dispersion,0.523853612741291,0.115442456304623,4.53778990425305,5.68468524120488e-06
head,FBgn0040364,mean,0.0638217589000607,0.0545946908027374,1.16901035543296,0.242531008759814
head,FBgn0040364,dispersion,0.308876607887655,0.115442456304623,2.67558936092463,0.00745979834003005
head,FBgn0024362,mean,-0.121412572644092,0.0381878165826592,-3.17935361350889,0.00149735679687199
head,FBgn0024362,dispersion,0.666022386289936,0.115442456304623,5.76930193283896,7.96005741147127e-09
head,FBgn0024364,mean,-0.428218846578138,0.0737039608147334,-5.80998418327252,7.19320809751001e-09
head,FBgn0024364,dispersion,0.452620468889549,0.115442456304623,3.92074530790649,8.82755235389545e-05
head,FBgn0024987,mean,0.187639437251419,0.0297462692187788,6.30799902573873,3.43110843292035e-10
head,FBgn0024987,dispersion,0.549301514948997,0.115442456304623,4.75822788714347,1.95299940901257e-06
head,FBgn0023169,mean,0.0177675942762847,0.0259680233390271,0.684210501674262,0.493917106333825
head,FBgn0023169,dispersion,0.671100870928846,0.115442456304623,5.81329341397575,6.12555548886379e-09
head,FBgn0052813,mean,0.2513348313399,0.0553388900711933,4.54173965210648,5.89264323904768e-06
head,FBgn0052813,dispersion,0.345451905711286,0.115442456304623,2.9924164537848,0.00276778412322469
head,FBgn0024985,mean,0.179921526494999,0.0260563021194845,6.90510593828493,6.60725155027687e-12
head,FBgn0024985,dispersion,0.338624916304306,0.115442456304623,2.93327885722358,0.00335402495902393
head,FBgn0027794,mean,-0.18255198594786,0.0478527068782352,-3.81487271790868,0.000140155013441023
head,FBgn0027794,dispersion,0.358968879646845,0.115442456304623,3.10950486621334,0.00187401197562859
head,FBgn0024986,mean,0.0635067253755392,0.0368136735010551,1.72508525599107,0.0846579865514419
head,FBgn0024986,dispersion,0.51854102477752,0.115442456304623,4.49177054418545,7.06335003907389e-06
head,FBgn0024365,mean,-0.134668164199369,0.0431188067290779,-3.12318856700997,0.00181322181653022
head,FBgn0024365,dispersion,0.350738611606238,0.115442456304623,3.03821161497751,0.00237986769135273
head,FBgn0024360,mean,-0.0557245562576227,0.0892400624402242,-0.62443430376294,0.532409657567906
head,FBgn0024360,dispersion,0.280008673271582,0.115442456304623,2.42552594803347,0.0152862229427361
head,FBgn0025641,mean,0.218941913699729,0.0402165063090891,5.44408089596405,5.81042950410048e-08
head,FBgn0025641,dispersion,0.212269026319317,0.115442456304623,1.83874315493768,0.0659529727763952
head,FBgn0028550,mean,0.00952684053295896,0.0346299223946545,0.275104299235436,0.783262941971307
head,FBgn0028550,dispersion,0.221539982034064,0.115442456304623,1.91905118035151,0.0549778569947399
head,FBgn0040366,mean,-0.151740572563929,0.107721925963803,-1.40863219076605,0.159090734170427
head,FBgn0040366,dispersion,0.628701177891856,0.115442456304623,5.44601352064856,5.15112226892234e-08
head,FBgn0029580,mean,-0.135538575680779,0.0964373687732153,-1.40545700701888,0.160032088635309
head,FBgn0029580,dispersion,0.252117119736444,0.115442456304623,2.18392026475227,0.0289681076493798
head,FBgn0025394,mean,-0.0429992167817674,0.03526762538659,-1.21922631054478,0.222894071547124
head,FBgn0025394,dispersion,0.184608580187125,0.115442456304623,1.59913939893995,0.10978963205451
head,FBgn0001189,mean,-0.263072109750177,0.0441963750225454,-5.95234585678076,3.08561865266691e-09
head,FBgn0001189,dispersion,0.694568448681424,0.115442456304623,6.01657718412227,1.78143577909663e-09
head,FBgn0025390,mean,-0.0195560675192705,0.0491189144401425,-0.398137209304615,0.690569174770111
head,FBgn0025390,dispersion,0.547327180108484,0.115442456304623,4.74112555838408,2.12534161801661e-06
head,FBgn0003517,mean,-0.481449826617733,0.0294799371288481,-16.3314400744296,1.45605816519512e-56
head,FBgn0003517,dispersion,-0.184619975715507,0.115442456304623,-1.5992381107029,0.109767705237047
head,FBgn0025382,mean,0.388193993148862,0.0666284393799421,5.82625072358703,6.53634685298474e-09
head,FBgn0025382,dispersion,-0.0200150364547182,0.115442456304623,-0.173376737600798,0.862355308900482
head,FBgn0027791,mean,-0.35057173921012,0.0726521984355651,-4.82534247770961,1.49732980656716e-06
head,FBgn0027791,dispersion,0.648710032130118,0.115442456304623,5.61933670588523,1.91691956874425e-08
head,FBgn0026873,mean,-0.260067121315092,0.0641467456002435,-4.05425277434658,5.21130210541834e-05
head,FBgn0026873,dispersion,0.78958911013357,0.115442456304623,6.83967697334895,7.93719503803308e-12
head,FBgn0014411,mean,0.0620804283952282,0.058128302085799,1.06798970841425,0.285646863888224
head,FBgn0014411,dispersion,0.691441311064134,0.115442456304623,5.98948890380156,2.10501492109394e-09
head,FBgn0023514,mean,0.169755045255538,0.0869593161318702,1.95212028804494,0.051055523770782
head,FBgn0023514,dispersion,0.747536446578757,0.115442456304623,6.47540316195459,9.45591167928365e-11
head,FBgn0029594,mean,-0.13139202167032,0.0481686765689806,-2.72774821791414,0.00642945698418771
head,FBgn0029594,dispersion,0.391442117315629,0.115442456304623,3.39079858351866,0.000696892967754412
head,FBgn0023519,mean,-0.305344706383371,0.0451212829577178,-6.76719912129942,1.69373460173301e-11
head,FBgn0023519,dispersion,0.459353048734106,0.115442456304623,3.97906509821649,6.91867965088428e-05
head,FBgn0023508,mean,0.0296534519867321,0.053157098536521,0.557845571017369,0.577008797025967
head,FBgn0023508,dispersion,0.742708355809407,0.115442456304623,6.43358067373058,1.24632395764259e-10
head,FBgn0023522,mean,-0.203222180626773,0.0696312530838903,-2.91854837628636,0.00355373690380084
head,FBgn0023522,dispersion,0.47558343970683,0.115442456304623,4.11965800911139,3.79435150248679e-05
head,FBgn0023521,mean,-0.333741763379612,0.078857823895718,-4.23219595586298,2.41295669903583e-05
head,FBgn0023521,dispersion,0.429039571281518,0.115442456304623,3.71647992441702,0.000202017684865397
head,FBgn0025628,mean,0.176236163325412,0.0338085539338472,5.21276845115149,2.04113652658059e-07
head,FBgn0025628,dispersion,0.276377179518322,0.115442456304623,2.39406877127626,0.0166626242280497
head,FBgn0025626,mean,0.459073896979832,0.0716743074033215,6.40499941487482,1.84696582577374e-10
head,FBgn0025626,dispersion,1.24171102258291,0.115442456304623,10.7561036236648,5.54660464036936e-27
head,FBgn0025625,mean,0.272048132759327,0.073787992102887,3.68688895044053,0.000232722601594288
head,FBgn0025625,dispersion,0.153783624194784,0.115442456304623,1.33212363213227,0.182819565907034
head,FBgn0000667,mean,0.378221199671413,0.0461721284405837,8.19154785463538,4.40767846314347e-16
head,FBgn0000667,dispersion,0.155338463263965,0.115442456304623,1.34559215245791,0.178434083887287
head,FBgn0023545,mean,0.459636320205613,0.0737750557044944,6.23024023250736,5.60184595756513e-10
head,FBgn0023545,dispersion,0.64173354518795,0.115442456304623,5.55890411318503,2.71473779909568e-08
head,FBgn0023520,mean,-0.26184958142753,0.0790269945671728,-3.3134194570054,0.000937143965553261
head,FBgn0023520,dispersion,0.739650642392565,0.115442456304623,6.40709376835173,1.48319608062511e-10
head,FBgn0023512,mean,0.215234570824763,0.0751464591116735,2.86420109968066,0.004221794547956
head,FBgn0023512,dispersion,0.455865863685136,0.115442456304623,3.94885797026203,7.85249227784551e-05
head,FBgn0023511,mean,0.183777000010427,0.0527132050720744,3.4863560232991,0.000499622016501799
head,FBgn0023511,dispersion,0.715091226596617,0.115442456304623,6.19435214293845,5.85252499894904e-10
head,FBgn0026088,mean,0.462321695350945,0.0588598111579668,7.85462416979517,6.31997426191904e-15
head,FBgn0026088,dispersion,0.856780044955158,0.115442456304623,7.42170664399533,1.15620681985658e-13
head,FBgn0026089,mean,-0.24184673407868,0.0353331633504688,-6.84475181799627,9.99705715318695e-12
head,FBgn0026089,dispersion,0.447229698957195,0.115442456304623,3.87404871026889,0.000107042002946344
head,FBgn0023517,mean,-0.328574457075186,0.0540151872915058,-6.08300134741653,1.39576202724151e-09
head,FBgn0023517,dispersion,0.614444750213169,0.115442456304623,5.32251972005697,1.02339685903824e-07
head,FBgn0023516,mean,0.558759025388712,0.0705020466833768,7.92542985167632,3.6420891736024e-15
head,FBgn0023516,dispersion,0.325578720958824,0.115442456304623,2.82026848163821,0.00479834844135541
head,FBgn0028969,mean,-0.122557750212839,0.029149386883599,-4.20447094486905,2.72579786522666e-05
head,FBgn0028969,dispersion,0.518988356018293,0.115442456304623,4.49564547248386,6.93592190643179e-06
head,FBgn0026090,mean,-0.221673185191952,0.0305466538558127,-7.25687292095237,5.53339682299155e-13
head,FBgn0026090,dispersion,0.858659100036493,0.115442456304623,7.43798362857694,1.02233726223054e-13
head,FBgn0040395,mean,0.366751456586745,0.0288975420734383,12.691441218589,1.26275882608547e-35
head,FBgn0040395,dispersion,0.0376335506297444,0.115442456304623,0.325994021908536,0.744428878117467
head,FBgn0000382,mean,0.308463142252209,0.0245363337531169,12.571688393056,5.20017541812309e-35
head,FBgn0000382,dispersion,-0.167545850791942,0.115442456304623,-1.45133650266269,0.146686181582023
head,FBgn0023507,mean,-0.802639837757648,0.0389313613652664,-20.6167934952756,3.2413304127519e-86
head,FBgn0023507,dispersion,0.0828018375560631,0.115442456304623,0.717256373492007,0.473215920781984
head,FBgn0004654,mean,0.0917411056733682,0.0719576531639734,1.27493187506148,0.202473194761645
head,FBgn0004654,dispersion,0.407016825222128,0.115442456304623,3.52571175502465,0.000422346379773976
head,FBgn0023540,mean,-0.103172621651282,0.0566961133232643,-1.81974769704271,0.0689385395163039
head,FBgn0023540,dispersion,0.528244114595517,0.115442456304623,4.57582185536331,4.74354072141707e-06
head,FBgn0025839,mean,-0.392875177459949,0.0363805400288483,-10.7990474343816,1.68075670850307e-26
head,FBgn0025839,dispersion,-0.151670898934013,0.115442456304623,-1.31382252066599,0.188905937037601
head,FBgn0040899,mean,-0.393328741974147,0.0459187423812635,-8.56575597624902,2.03228789607493e-17
head,FBgn0040899,dispersion,0.264098957773402,0.115442456304623,2.28771083210941,0.0221543664734134
head,FBgn0040900,mean,0.505957414317946,0.0945584458192586,5.350737418898,9.70526748913243e-08
head,FBgn0040900,dispersion,0.392090387424742,0.115442456304623,3.39641410946868,0.000682749809673612
head,FBgn0023549,mean,-0.66813610948951,0.0716323714273878,-9.32729290090284,2.64389464185432e-20
head,FBgn0023549,dispersion,0.653883514421234,0.115442456304623,5.6641510874977,1.47754177905476e-08
head,FBgn0003048,mean,0.054140655446317,0.0972917917511895,0.556477113555215,0.577943523286461
head,FBgn0003048,dispersion,0.24152055503232,0.115442456304623,2.0921293843143,0.0364269432344356
head,FBgn0000810,mean,-0.0996324462754324,0.0559413726672746,-1.78101540103461,0.0750532150633595
head,FBgn0000810,dispersion,0.582215168982297,0.115442456304623,5.04333663384624,4.57483365789993e-07
head,FBgn0003079,mean,0.0117778158797666,0.0532663645345197,0.221111689950867,0.825026781666077
head,FBgn0003079,dispersion,0.41839053133076,0.115442456304623,3.62423448637247,0.000289818578814753
head,FBgn0003159,mean,0.18783799620843,0.0397172122311735,4.72938521251495,2.4003806202016e-06
head,FBgn0003159,dispersion,0.2860038734541,0.115442456304623,2.47745831654353,0.013232186401951
head,FBgn0040389,mean,-0.243849711649565,0.0409280262980912,-5.95801297315278,2.98222787816418e-09
head,FBgn0040389,dispersion,0.422236380240673,0.115442456304623,3.65754847702219,0.000254639109993554
head,FBgn0023526,mean,-0.00149723786552796,0.0325447650592216,-0.0460054900627934,0.963310211180088
head,FBgn0023526,dispersion,0.301091480108207,0.115442456304623,2.60815205901115,0.00910325057802605
head,FBgn0023529,mean,-0.276425148369428,0.0382588701159601,-7.22512576904654,6.95356856503631e-13
head,FBgn0023529,dispersion,0.602492076535549,0.115442456304623,5.21898178383981,1.79909455086026e-07
head,FBgn0023528,mean,0.0299615001439839,0.0681405079443305,0.439701743468979,0.660198000042355
head,FBgn0023528,dispersion,-0.0394531921355291,0.115442456304623,-0.341756346828089,0.732534263747727
head,FBgn0027296,mean,0.0250725483579373,0.0439672293833331,0.570255363132837,0.568564996845221
head,FBgn0027296,dispersion,0.496450459185701,0.115442456304623,4.30041490000609,1.70478629433822e-05
head,FBgn0023524,mean,0.212645081577869,0.0525739268987165,4.04468705538258,5.426999678544e-05
head,FBgn0023524,dispersion,0.411165172094732,0.115442456304623,3.5616460811417,0.000368536961836127
head,FBgn0023525,mean,0.0555738032732828,0.0506745437712674,1.09668088032779,0.272905590364805
head,FBgn0023525,dispersion,0.536003873463296,0.115442456304623,4.64303940353557,3.43320842689097e-06
head,FBgn0000377,mean,0.0190303315242671,0.0601318305990161,0.316476836555487,0.751671791157152
head,FBgn0000377,dispersion,0.666858830673855,0.115442456304623,5.77654748539124,7.62489903488235e-09
head,FBgn0004397,mean,0.276701974519984,0.0364008396529034,7.60152724932853,4.36783819995096e-14
head,FBgn0004397,dispersion,-0.0477101897118423,0.115442456304623,-0.41328113797187,0.679400647629465
head,FBgn0004655,mean,0.368820512517087,0.0508331049187955,7.25551809408984,5.58771253310474e-13
head,FBgn0004655,dispersion,0.225491846632757,0.115442456304623,1.95328351328338,0.0507860099652859
head,FBgn0013432,mean,0.162262086724375,0.0843522094139366,1.92362580484544,0.0545353942944005
head,FBgn0013432,dispersion,0.611309233350537,0.115442456304623,5.29535885599533,1.18782911531064e-07
head,FBgn0004861,mean,0.426114865171198,0.0562393132022234,7.57681488105995,5.25886580850848e-14
head,FBgn0004861,dispersion,0.308931015767274,0.115442456304623,2.67606065962496,0.0074493161142717
head,FBgn0004860,mean,0.44758692353151,0.080118496348056,5.5865617046415,2.61419661722385e-08
head,FBgn0004860,dispersion,0.27216173609544,0.115442456304623,2.35755323307809,0.0183958175649349
head,FBgn0040066,mean,-0.126305398336444,0.0540176768185239,-2.33822344416579,0.0194682760206389
head,FBgn0040066,dispersion,0.327531147709536,0.115442456304623,2.83718103541791,0.00455137972749539
head,FBgn0001404,mean,-0.0322802134346492,0.0304534494919391,-1.05998545232761,0.289272079017605
head,FBgn0001404,dispersion,0.533711177899045,0.115442456304623,4.62317933092761,3.77902746431807e-06
head,FBgn0040334,mean,0.114950102735208,0.071929803831231,1.59808725469231,0.110172722860594
head,FBgn0040334,dispersion,0.503187343531729,0.115442456304623,4.35877197730398,1.30794302851366e-05
head,FBgn0029629,mean,-0.45525155421046,0.0311537899337863,-14.6130392218103,3.78098328928134e-46
head,FBgn0029629,dispersion,0.00820983255076041,0.115442456304623,0.0711162323945775,0.943305249297985
head,FBgn0040375,mean,0.642273975383695,0.0765320008759716,8.39222766989418,8.59740538450753e-17
head,FBgn0040375,dispersion,0.525122591916292,0.115442456304623,4.54878221345733,5.39572478509172e-06
head,FBgn0040377,mean,-0.0210524093085659,0.0532328619370582,-0.395477690706503,0.692530211293437
head,FBgn0040377,dispersion,0.4427157891348,0.115442456304623,3.83494775931126,0.00012559098509982
head,FBgn0040388,mean,-0.271702977299248,0.0978418556685584,-2.77696059056411,0.00553528712055469
head,FBgn0040388,dispersion,0.314700378551237,0.115442456304623,2.7260367513389,0.00640998607221614
head,FBgn0003714,mean,-0.481564421734172,0.0377610172923176,-12.7529514897933,6.07669063345893e-36
head,FBgn0003714,dispersion,0.206347146228009,0.115442456304623,1.78744590883888,0.0738654472203652
head,FBgn0003371,mean,0.192941893109915,0.0273513355576803,7.05420372263091,2.34159552567082e-12
head,FBgn0003371,dispersion,0.0613488166842461,0.115442456304623,0.531423348463433,0.595125445322551
head,FBgn0003068,mean,0.648284451385685,0.0905617733974384,7.15847787720135,1.11994631933753e-12
head,FBgn0003068,dispersion,0.269698443905629,0.115442456304623,2.33621539716692,0.0194800182273197
head,FBgn0024996,mean,-0.0732069337157761,0.0385980743352462,-1.89664730628612,0.0580104451476197
head,FBgn0024996,dispersion,0.463251365000506,0.115442456304623,4.01283357812577,5.99942113135941e-05
head,FBgn0024997,mean,0.14164117884608,0.0655215646113211,2.16174903157925,0.0307492153641741
head,FBgn0024997,dispersion,0.424689576827066,0.115442456304623,3.67879886154207,0.000234334981771241
head,FBgn0000520,mean,-0.00962599571652544,0.0798495866058996,-0.120551603654943,0.904057638208247
head,FBgn0000520,dispersion,0.337660871808433,0.115442456304623,2.92492799111476,0.00344535938443836
head,FBgn0024980,mean,-0.0890667838064583,0.0694452982105401,-1.28254591889621,0.199791552070286
head,FBgn0024980,dispersion,0.434520753941605,0.115442456304623,3.7639597064274,0.000167243843621895
head,FBgn0024973,mean,-0.195992708941088,0.0550090170805622,-3.56291966922534,0.000374859331910099
head,FBgn0024973,dispersion,0.668884738976979,0.115442456304623,5.79409656021149,6.86899314949755e-09
head,FBgn0024998,mean,-0.218346228657517,0.067420051965182,-3.23859478438667,0.00121977831054208
head,FBgn0024998,dispersion,0.49689363583973,0.115442456304623,4.30425383992659,1.67549469932744e-05
head,FBgn0024994,mean,0.12352672935146,0.064632300612275,1.91122284339666,0.0561107978100377
head,FBgn0024994,dispersion,0.383196132269424,0.115442456304623,3.31936918648256,0.000902210642236991
head,FBgn0024992,mean,-0.105047034585627,0.0516385947173951,-2.03427368929234,0.0420483685523547
head,FBgn0024992,dispersion,0.760714819962433,0.115442456304623,6.58955850657842,4.41136373480197e-11
head,FBgn0004647,mean,0.0863371094607197,0.0430476295147116,2.00561820555564,0.0450239814033381
head,FBgn0004647,dispersion,0.329481284397089,0.115442456304623,2.85407375192775,0.00431625097745035
head,FBgn0040396,mean,-0.390386456905344,0.0483297151612551,-8.07756585369468,1.09752569408974e-15
head,FBgn0040396,dispersion,0.449992354044639,0.115442456304623,3.89797972469701,9.69985354701838e-05
head,FBgn0000479,mean,0.199002539126796,0.0421011335513834,4.72677389752269,2.43111611015412e-06
head,FBgn0000479,dispersion,0.113565959849736,0.115442456304623,0.983745179070558,0.325240819944977
head,FBgn0028746,mean,-0.153309064421176,0.042768149206745,-3.58465510583745,0.000345157395846809
head,FBgn0028746,dispersion,0.433636323270559,0.115442456304623,3.75629848109179,0.000172445008384338
head,FBgn0028369,mean,-0.118485654276407,0.0374898774370194,-3.1604705690344,0.00159739840956927
head,FBgn0028369,dispersion,0.98472283525057,0.115442456304623,8.5299885914775,1.46362149753758e-17
head,FBgn0023215,mean,0.0840451322225094,0.0419023294412863,2.00573890146785,0.0450110849725944
head,FBgn0023215,dispersion,0.604264267720789,0.115442456304623,5.23433307869241,1.65581629590251e-07
head,FBgn0015286,mean,0.0923988256762221,0.0352432422438311,2.62174589491395,0.00881069536351421
head,FBgn0015286,dispersion,0.383472085607699,0.115442456304623,3.32175958380352,0.000894517325539033
head,FBgn0023216,mean,0.274991157639186,0.103648446678452,2.65311412232051,0.00803487169712083
head,FBgn0023216,dispersion,0.0383931842375962,0.115442456304623,0.332574214605124,0.739455710156753
head,FBgn0052791,mean,0.123814143772602,0.0860942384739748,1.43812345596192,0.150546763453827
head,FBgn0052791,dispersion,0.153228440863294,0.115442456304623,1.32731445404249,0.18440468448169
head,FBgn0028491,mean,-0.0051304854689992,0.0725463046572433,-0.0707201489205964,0.94362716101763
head,FBgn0028491,dispersion,-0.0510074218083397,0.115442456304623,-0.441842831841211,0.658602941666784
head,FBgn0028665,mean,0.124615583118408,0.0205355614133909,6.06828226459633,1.52745261974426e-09
head,FBgn0028665,dispersion,0.132967433383613,0.115442456304623,1.15180703564334,0.249400376116333
head,FBgn0029686,mean,0.321928886044358,0.0977646249245501,3.29289746974232,0.00100792009630338
head,FBgn0029686,dispersion,0.382855829222017,0.115442456304623,3.31642137110943,0.000911782404701305
head,FBgn0029687,mean,0.23877249282704,0.0219795073439701,10.8634142290066,8.63405021091704e-27
head,FBgn0029687,dispersion,-0.0667354376652888,0.115442456304623,-0.578084006539079,0.563207404329822
head,FBgn0029689,mean,-0.00153754486462416,0.0628293605633529,-0.024471757325523,0.980478616634985
head,FBgn0029689,dispersion,0.523161602138103,0.115442456304623,4.53179548395623,5.84844577383128e-06
head,FBgn0029688,mean,0.0708988153970342,0.029337027642633,2.41670070535718,0.0157459187892007
head,FBgn0029688,dispersion,0.176794119115475,0.115442456304623,1.53144800253523,0.125658708121087
head,FBgn0029685,mean,0.0819482985274017,0.0657659006506303,1.2460606137326,0.212879951360394
head,FBgn0029685,dispersion,0.50912242537445,0.115442456304623,4.41018358125548,1.03283021717691e-05
head,FBgn0019661,mean,-0.180456650847499,0.087557740002441,-2.06100169833607,0.0394247069791705
head,FBgn0019661,dispersion,-0.238585965095769,0.115442456304623,-2.06670901445654,0.0387615812465683
head,FBgn0000221,mean,-0.244742517410763,0.0815448824934254,-3.00132282894019,0.00271949244855455
head,FBgn0000221,dispersion,0.463587355904306,0.115442456304623,4.01574404031235,5.92585431784995e-05
head,FBgn0026084,mean,0.363995521384544,0.0376303418738646,9.67292624139962,1.09569570987088e-21
head,FBgn0026084,dispersion,0.204611429474573,0.115442456304623,1.77241056734497,0.0763264289127975
head,FBgn0026083,mean,0.0256529766623813,0.0325666418769741,0.787707150135089,0.430956164614715
head,FBgn0026083,dispersion,0.249211472426495,0.115442456304623,2.15875060531362,0.0308695204500611
head,FBgn0066114,mean,-0.00673903503633654,0.0422973843191768,-0.159325101180812,0.873427936481106
head,FBgn0066114,dispersion,0.371925508553866,0.115442456304623,3.22173938825808,0.00127414972646953
head,FBgn0040907,mean,-0.286796242432584,0.0415078490203319,-6.90944602530722,6.41256553483187e-12
head,FBgn0040907,dispersion,0.748231493614372,0.115442456304623,6.48142388481395,9.08610033775286e-11
head,FBgn0000635,mean,0.138954663787901,0.0296464656562442,4.68705664274128,2.94786555532217e-06
head,FBgn0000635,dispersion,0.190777915365112,0.115442456304623,1.65258018126104,0.0984163343141194
head,FBgn0026079,mean,-0.17099040401344,0.0704431906133788,-2.42735177842676,0.015292373389771
