tissue,Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,SYMBOL
head,FBgn0001189,72.60171507901443,-0.03353002560401412,0.06420483745073793,-0.5222351918535812,0.6015065861588966,0.6860385356682721,hfw
head,FBgn0025390,138.4785935769817,-0.05812998321022466,0.058643158434707694,-0.9912491885126823,0.3215639173374381,0.42203332046632425,Mur2B
head,FBgn0003517,5960.72904674978,-0.25432078715335815,0.037507233373126364,-6.780579751733354,1.1969458075223812e-11,1.8611280369357116e-10,sta
head,FBgn0025382,42.082499108003475,0.33309961788917686,0.08626460992799105,3.861370475879159,1.1275278148812488e-4,4.254563219667996e-4,Rab27
head,FBgn0027791,35.62987765818386,-0.10606917158411713,0.0979534467962852,-1.0828528760678557,0.27887373133969773,0.37672513162968074,O-fut2
head,FBgn0026873,37.604168373853916,-0.04986229254820663,0.0977604664767946,-0.510045566937249,0.6100195387098828,0.6930747954783056,MED18
head,FBgn0014411,38.07148101253447,0.010976702170462935,0.08239323185153549,0.1332233476439166,0.8940167466782116,0.9202333753446931,Vps26
head,FBgn0023514,27.09591763732053,0.4213130235094416,0.1099977035607424,3.8301983575210383,1.280400036167056e-4,4.769018081580568e-4,CG14805
head,FBgn0029594,61.47721162217088,0.028437918991220328,0.07566469405893934,0.3758413265910847,0.707034862264847,0.7764189140636817,Coa8
head,FBgn0023519,74.49465890240013,-0.2080972896032099,0.07293047192830872,-2.8533654602944476,0.004325884095147766,0.010745445718150892,mRpL16
head,FBgn0023508,58.671971459815076,-0.07344475357365535,0.06873834371193156,-1.0684684792733352,0.28530924150495107,0.3832948007307215,Ocrl
head,FBgn0023522,40.023804831033665,-0.34535034400951686,0.09524686260138673,-3.62584482656218,2.88018276799077e-4,9.732736422923265e-4,CG11596
head,FBgn0023521,25.514366295149546,-0.21605831899195327,0.10392681784301276,-2.0789467384474465,0.03762224616908782,0.07057143510585145,CG3587
head,FBgn0025628,141.0786420707268,0.2158367711151323,0.05120463236762364,4.215180563460202,2.4957842487152936e-5,1.1178624200610627e-4,CG4199
head,FBgn0025626,145.4956325655817,0.6543558322156027,0.07792115793218356,8.397665660783717,4.554417589849742e-17,1.6276677732101747e-15,CG4281
head,FBgn0025625,29.87124000179235,0.3091123770810188,0.09687020998477919,3.190995220611046,0.0014178362565327356,0.004015829994644172,Sik2
head,FBgn0000667,388.5875650132826,-0.030892244491013573,0.04936310389492963,-0.6258164915392749,0.5314353135570296,0.6270661106897638,Actn
head,FBgn0023545,26.34057645103276,0.6366048571175721,0.10153367160215078,6.269889063128167,3.6130542884910554e-10,4.342026157260553e-9,PIG-K
head,FBgn0023520,22.491023805137207,-0.29548487740311014,0.10435596198930569,-2.8315093049824136,0.004632888556393232,0.011404290402430652,CG3857
head,FBgn0023512,26.637725801692365,0.34884230553948575,0.09922929983548763,3.515517151867763,4.388984086094583e-4,0.0013986557129636611,eIF2Bepsilon
head,FBgn0023511,54.46039097314585,0.10882381848745336,0.07199144810447972,1.5116214682821711,0.1306301870385025,0.20150997892086284,Edem1
head,FBgn0026088,92.65790936029263,0.5721940056263507,0.07879896245031327,7.261440859543651,3.8298845142409637e-13,7.621805158661463e-12,CG14818
head,FBgn0026089,126.4467475470758,-0.14176560243683387,0.05767552176479169,-2.457985608088168,0.013971877315240085,0.029831728043111922,CG14817
head,FBgn0023517,47.86669139045212,-0.37864574518205796,0.08503861251027695,-4.452633151044163,8.482360644617248e-6,4.2449115659939396e-5,Pgam5
head,FBgn0023516,34.362526928978674,0.8376844286382776,0.09647245322453087,8.68314633492986,3.8496858899796545e-18,1.5641640407738762e-16,Pex5
head,FBgn0028969,186.4168234400764,-0.06750689937416096,0.04743441435269265,-1.4231629144237319,0.15468893356113453,0.23298911308215012,deltaCOP
head,FBgn0026090,131.17449405206798,-0.20863153444506338,0.05363396190176039,-3.8899146557028006,1.002794828519473e-4,3.8304854501812664e-4,Lamtor5
head,FBgn0040395,291.887514593721,0.14064549910596322,0.03330819268242454,4.222549702619454,2.4155410896690247e-5,1.0855156016674411e-4,Unc-76
head,FBgn0000382,673.3169405158823,0.13175595882543095,0.028204363046497174,4.671474360481766,2.9904543212942595e-6,1.6555426761682575e-5,csw
head,FBgn0023507,326.7379218884855,-0.3525871638513806,0.047805159824381216,-7.375504341929987,1.6372406368657095e-13,3.470746766225259e-12,D2hgdh
head,FBgn0004654,29.420481570571102,0.5305733983278302,0.09637861808194031,5.505094479324668,3.6897033940666335e-8,3.0677119814736715e-7,Pgd
head,FBgn0023540,182.8823486182038,-0.2913699443386974,0.060812542969895154,-4.791280385741115,1.6572034669460262e-6,9.751785228770324e-6,CG3630
head,FBgn0025839,244.13044395226794,-0.19670979119975843,0.05521036405296577,-3.562914220435966,3.667605500543729e-4,0.001197961210227767,ND-B14.5A
head,FBgn0040899,118.66089688665087,-0.11010025252116296,0.06977074330025827,-1.5780289461350112,0.11455896004544715,0.18139166348184232,CG17776
head,FBgn0040900,29.070853479603652,0.5658460309685241,0.11215157707475713,5.045368471201674,4.5264818965149715e-7,3.0291926887854116e-6,CG17777
head,FBgn0023549,45.51208799296634,-0.5187157842825229,0.08329817919153946,-6.227216360753398,4.747952373119112e-10,5.587848775674321e-9,Mct1
head,FBgn0003048,34.42774967229893,0.0670551376175323,0.1072127197679916,0.6254401321283488,0.531682229463353,0.6271406425292634,pcx
head,FBgn0000810,44.40452091496945,-0.2554819673518389,0.07984542046367858,-3.199707207604434,0.0013756726158288216,0.003914273145330361,fs(1)K10
head,FBgn0003079,121.67394409285879,-0.13531923965383827,0.05872955499609311,-2.304108036623812,0.021216579727659505,0.04297459146023851,Raf
head,FBgn0003159,125.93990152039943,0.027790830971667665,0.05054559651481351,0.5498170540637095,0.5824448602584418,0.6716959986693908,CG2841
head,FBgn0040389,79.88332922852845,-0.2015562737878371,0.06854287331475223,-2.940586877096337,0.0032759112228932753,0.00835973044805247,mRpL14
head,FBgn0023526,358.5943198608044,-0.34387028665324054,0.042755215776272774,-8.042768125709545,8.783143015768683e-16,2.551222733005831e-14,CG2865
head,FBgn0023529,202.86617193026274,-0.2536939611560103,0.05079659618033258,-4.994310253690492,5.9046411206942e-7,3.868049931848236e-6,CG2918
head,FBgn0023528,62.484497198948944,-0.4903265994009753,0.09752799612887808,-5.027547154286188,4.967933494994589e-7,3.3051768067088756e-6,CG2924
head,FBgn0027296,78.93142064315963,6.68913359933511e-4,0.06547113064717987,0.010216920852310407,0.9918482184145044,0.9945739028837499,temp
head,FBgn0023524,68.6671619394237,0.06946707008507648,0.06866655082783385,1.0116580671024202,0.3117015716022628,0.41154253921799727,CG3078
head,FBgn0023525,60.254116982014395,0.015692237477152482,0.07477933406728325,0.20984724821209663,0.8337868952358661,0.8752983693267641,CG3191
head,FBgn0000377,46.67409918688661,0.1674104612325779,0.08294578097359966,2.018311953514092,0.043558782574583545,0.07954068039709064,crn
head,FBgn0004397,122.93809465824775,0.0950658938422558,0.050951864829849654,1.865798124557796,0.0620696148298116,0.10775360906111241,Vinc
head,FBgn0004655,77.74587346138956,0.04186781695867889,0.06385092232373832,0.6557120153472457,0.5120094364777237,0.6078219849385985,wapl
head,FBgn0013432,20.88018852850152,0.39573803924985335,0.10552684408572952,3.7501172585845324,1.7675189883803322e-4,6.333377750490367e-4,bcn92
head,FBgn0004861,64.10913417046083,0.12791785516750187,0.06817206462522613,1.8763969651018555,0.06060079101442869,0.10564478029312215,ph-p
head,FBgn0004860,32.373288547031734,0.19176735572904555,0.09450474750475756,2.029182245255897,0.042439731281201314,0.07793747799986014,ph-d
head,FBgn0040066,58.49633989486427,-0.38743818500777333,0.08627392680171371,-4.490791127407886,7.0959111997951985e-6,3.6039203757293175e-5,wds
head,FBgn0001404,421.53735579191607,-0.1373642606142695,0.03481466587744206,-3.9455860670279708,7.960503121704762e-5,3.1175211881099657e-4,egh
head,FBgn0040334,23.89525551620868,0.07387594016894967,0.1048259883091088,0.704748329690017,0.48096686905345437,0.5782054843978894,Tsp3A
head,FBgn0029629,394.17840096543756,-0.30919732940064754,0.05189943008166118,-5.957624754532773,2.5593033032975194e-9,2.667145702031888e-8,eIF3g1
head,FBgn0040375,23.51716984971843,0.5836665177874609,0.10213726568439678,5.714530478924168,1.1000733167596624e-8,1.01749328729017e-7,CG13760
head,FBgn0040377,90.9417101856901,-0.2847818189605315,0.07453619540872754,-3.8207184764247577,1.3306347247289e-4,4.920321035210982e-4,Vha36-3
head,FBgn0040388,48.76484748142635,-0.5168646818844767,0.11102997154319454,-4.655181611781268,3.2369525608993613e-6,1.779020787495897e-5,boi
head,FBgn0003714,148.28637687479764,-0.4010773239880085,0.061577041914996675,-6.5134230472076124,7.345724584121279e-11,9.851064049353998e-10,tko
head,FBgn0003371,854.2724861922778,0.035630385562786054,0.0282674282526303,1.26047496236134,0.20749807448074717,0.2952025544821968,sgg
head,FBgn0003068,29.708503662175122,0.6740228016398209,0.10138141403165155,6.648386275509919,2.963238022451456e-11,4.285394648570686e-10,per
head,FBgn0024996,91.85290340700094,-0.010809322815859118,0.06195015030401426,-0.1744842064597653,0.8614849418006709,0.8951825969590714,eIF2Bbeta
head,FBgn0024997,47.25400160205746,0.27154928794984134,0.08227618118973354,3.3004605223914476,9.652629266475495e-4,0.0028634874999114183,CG2681
head,FBgn0000520,27.33872874027044,0.0569105033527128,0.09753021393050877,0.5835166463723958,0.5595455542873069,0.6522298417973287,dwg
head,FBgn0024980,30.26632494660568,0.044817902708622966,0.0941512181676737,0.47602042311132775,0.6340598280200287,0.713447137659078,Syx4
head,FBgn0024973,51.93923384991037,-0.17631692260219745,0.07534222733584463,-2.3402138327587423,0.01927270179348129,0.039529886551172864,CG2701
head,FBgn0024998,33.45376966691491,-0.26721579259580486,0.09730305703058334,-2.746221966200057,0.006028596060374226,0.014313459724561554,CG2685
head,FBgn0024994,39.139008996270476,-0.01854847356428351,0.09379877803586166,-0.19774749685109924,0.843242626302426,0.8825031317646019,Ugalt
head,FBgn0024992,57.02675883683226,-0.1101775629179075,0.07031902652839248,-1.566824348363547,0.11715575449116586,0.1846041505440208,Spg7
head,FBgn0004647,174.96198866907466,-0.2789611413045829,0.06164170868297129,-4.525525772481495,6.024553863471152e-6,3.113066212873133e-5,N
head,FBgn0040396,65.2849968164408,-0.2697268260657753,0.07615768629005598,-3.54168881967458,3.975741942287359e-4,0.00128679063527992,CG3939
head,FBgn0000479,644.1774656876664,-0.026989716956548778,0.043761459807257284,-0.6167462665875894,0.5374020990092406,0.6325492146023076,dnc
head,FBgn0028746,70.85550053085268,-0.04076331653524143,0.06568690857563733,-0.6205698733455112,0.5348826669011302,0.6302622275620774,CG18508
head,FBgn0028369,1662.87956727222,-0.3530673366908239,0.04581226876811955,-7.706829331633562,1.2898210637222056e-14,3.189970500350643e-13,kirre
head,FBgn0023215,298.6366754007484,-0.02001746331438305,0.04224534005159213,-0.4738383757814878,0.6356151663611789,0.7145436636333016,Mnt
head,FBgn0015286,151.60320567429534,-0.07259565281292248,0.04812266490282722,-1.5085542947281263,0.13141272168207674,0.20235128314952758,Rala
head,FBgn0023216,17.30385679424611,-0.22583427303386464,0.12890070929201025,-1.7520017870674562,0.07977350063076297,0.13334536544462858,Parg
head,FBgn0052791,48.99335767421912,-0.04184715453612192,0.09153777469466619,-0.4571572192541001,0.6475580453048317,0.7251035461369393,DIP-alpha
head,FBgn0028491,44.64275899808897,-0.2923869444903046,0.0907818052756086,-3.2207659189265274,0.001278485244096183,0.003672954661700566,CG2930
head,FBgn0028665,621.078662471151,-0.005528060444895686,0.026618904941276597,-0.20767422465691293,0.8354833446343535,0.8765768998576846,NA
head,FBgn0029686,26.346884256633878,0.33634655264404345,0.10735623932790035,3.132994921857623,0.0017303243580410375,0.004764499422342929,Glos
head,FBgn0029687,1237.4354776725881,0.08002964971659784,0.022854719504300763,3.501668427894641,4.623546289434384e-4,0.001470658293181692,Vap33
head,FBgn0029689,32.67290065599095,0.0462248917658294,0.08923062257200617,0.5180384315768662,0.6044314555454859,0.688902635151651,CG6428
head,FBgn0029688,169.14454464340585,0.02081672610603537,0.04269411464773868,0.48757835307724173,0.6258485315322884,0.7062393910132916,lva
head,FBgn0029685,43.79016349339712,-0.13068898716268304,0.08556621221366277,-1.527343372829764,0.12667564956254274,0.19683313997585175,CG2938
head,FBgn0019661,145.16939765524086,-1.1495693427052358,0.17205522451604222,-6.681397475367285,2.3667433092758543e-11,3.504422956424508e-10,lncRNA:roX1
head,FBgn0000221,22.79544713133292,-0.2710764333933059,0.10818918516159295,-2.505577918794953,0.012225145868872073,0.026550698600356592,brn
head,FBgn0026084,387.97452582745376,0.103616174439063,0.047581041312016965,2.1776777384839185,0.029430037403987218,0.056780507439122885,cib
head,FBgn0026083,182.5527390503685,-0.13686123056836028,0.042388394358024974,-3.22874297649469,0.001243355863289753,0.003584099291729668,tyf
head,FBgn0066114,65.4175238316476,-0.20581976785036474,0.06948977008536156,-2.961871475434942,0.0030577539246426535,0.007840807020890591,GlcAT-I
head,FBgn0040907,127.37029578727305,-0.16706551446246834,0.06010671271889666,-2.779481806695867,0.005444570329722915,0.01317427758620653,mRpL33
head,FBgn0000635,551.4685433816239,-0.07518942265463537,0.03779410347846032,-1.9894485047776684,0.04665172034920209,0.08435619684864992,Fas2
head,FBgn0026079,29.96509932922491,-0.15491012823687894,0.10200276644127887,-1.5186855576712017,0.12884166361775953,0.19951751267124015,Nsun2
head,FBgn0029693,27.698411187490944,-0.047815211908497086,0.09602970674063746,-0.4979210447621084,0.6185396935935076,0.7000749375674487,Cmtr1
head,FBgn0022768,66.31101744790055,0.09476881891156141,0.0704219385850467,1.3457286296813833,0.17839004973841413,0.2619816005839963,Pp2C1
head,FBgn0052773,170.90271083283668,-0.17032277620489236,0.07817492182799438,-2.178739322306555,0.02935103882486699,0.056660121894384075,lncRNA:CR32773
head,FBgn0011760,1667.079988851059,-0.011541298872433135,0.02225210492145268,-0.5186609946866854,0.6039971664515393,0.6887545369525906,ctp
head,FBgn0028325,795.7914004417202,-0.23484574547494128,0.026942520542311263,-8.716546958037322,2.8681504117136894e-18,1.190515277418199e-16,Pdha
head,FBgn0052772,105.56042554585257,0.018508213475992324,0.053587418921605054,0.3453835592094602,0.7298060354541577,0.7938894020733196,CG32772
head,FBgn0029737,148.8668181146727,-0.1312270420839977,0.04899871981844592,-2.6781728700307057,0.0074025002104108045,0.017163541588404944,CG6903
head,FBgn0004368,192.3431144417785,-0.021772493804206625,0.042423464825294084,-0.5132181893645151,0.6077987036941228,0.6911267618550861,Ptp4E
head,FBgn0003449,131.4896393778801,-0.16953704875238632,0.05955809681464588,-2.846582712003242,0.004419124747047061,0.01094916352934419,snf
head,FBgn0029755,19.774936408760755,-0.5038255039992935,0.133309263591918,-3.779373544074085,1.5722341436871467e-4,5.69340597602571e-4,Sas10
head,FBgn0052767,345.0451425618179,0.07140534976229544,0.03781602203361676,1.8882300655214148,0.058995071223170964,0.10330948080281298,CG32767
head,FBgn0026751,20.501647315058516,-0.03534536292091613,0.11761051747898942,-0.3005289295426357,0.7637737330834707,0.8203807241585793,XRCC1
head,FBgn0010014,320.00789038356163,0.46523719317831785,0.04092660874968629,11.367596959322558,6.0633950130315925e-30,8.277746871790731e-28,CanB
head,FBgn0029761,1049.3278848875275,0.001823454095722517,0.031519508324952365,0.0578516034236163,0.9538668333867378,0.9661811848490685,SK
head,FBgn0029763,87.17929751673715,-0.1709552277610564,0.06677218921113652,-2.5602759139810236,0.010458908944092838,0.023237512307130902,Usp16-45
head,FBgn0029765,355.803232526527,0.038224697476273585,0.056146492753496334,0.6808029424757484,0.4959961879468901,0.592833125359039,CG16756
head,FBgn0029766,306.3699409403723,-0.07213746861732848,0.06275341678528694,-1.1495385002564786,0.2503340007866963,0.34409582951469775,CG15784
head,FBgn0029768,81.71153378496065,-0.02512795795543411,0.07184868564382711,-0.3497344137928984,0.7265380242314718,0.7915959382927418,SPR
head,FBgn0029771,140.14183045462767,0.054979318841517785,0.049625148218137474,1.1078922847715227,0.26790833799137403,0.36435262067533397,CG12730
head,FBgn0026702,30.983254858748012,0.04837625246046581,0.09591195514953292,0.5043818821652016,0.6139930472738001,0.6964301330493453,Pop1
head,FBgn0004687,266.7906248577266,0.055043658444615846,0.03976727098108094,1.3841447272256264,0.16631414381380819,0.24798172688358555,Mlc-c
head,FBgn0029778,42.863083159425294,0.019665005218172302,0.08077641005864573,0.24344985378645828,0.8076569274775807,0.8549445659079238,RhoGAP5A
head,FBgn0029769,158.26526549700162,-0.058342287482283255,0.06207306193783739,-0.9398970448841352,0.3472703732963266,0.44794544703335054,frma
head,FBgn0029762,103.7785559606264,0.002298120845282998,0.06208054637161014,0.03701837338103623,0.9704703559408974,0.9784978803031854,NAAT1
head,FBgn0029756,34.88085905552877,-0.1797518322615001,0.09378550196931461,-1.9166270744097798,0.055285325879818395,0.09761449416855673,CG3309
head,FBgn0028474,88.21168221090747,-0.02414921472460328,0.06105422104397074,-0.395537185008244,0.6924464844994348,0.7646409260031537,CG4119
head,FBgn0029785,4581.134900673815,-0.3389316582157375,0.034066378099814644,-9.94915447784517,2.5433487222201404e-23,1.771520242640273e-21,RpL35
head,FBgn0000394,71.84259124200398,0.08065611624413468,0.059653447389772976,1.3520780403038772,0.17635035142024,0.25988072081056957,cv
head,FBgn0029791,26.694032017598808,0.24191888329383884,0.11051046093708841,2.189103920501778,0.02858928765468234,0.055377547539972094,AdamTS-B
head,FBgn0029801,138.4525247428627,-0.022758766021709675,0.05446671418202295,-0.4178472368583111,0.6760588116957333,0.7506144191013461,CG15771
head,FBgn0029810,348.6745874008323,0.24636738355083698,0.051832010643197285,4.753189785493524,2.0023222930985757e-6,1.160259080873589e-5,CG12239
head,FBgn0029814,302.22359034759216,0.22427758297265232,0.040818410422559875,5.4945202581601915,3.917739545950928e-8,3.2258733583427065e-7,CG15765
head,FBgn0029822,97.70640763147124,-0.0555621583418221,0.05704453633647607,-0.9740136726520101,0.3300497505093278,0.43042242782874507,CG12236
head,FBgn0029823,201.5014153368291,-0.36072079969698295,0.061388723742558715,-5.8760107346376955,4.202710841202514e-9,4.224993255088124e-8,Shmt
head,FBgn0029819,111.18973860820641,0.130439938149535,0.05281416668212749,2.4697907085160233,0.013519212187584055,0.028964890895307207,Usp30
head,FBgn0014340,18.043691752277514,0.09393327674452978,0.12989156964168797,0.7231668460366533,0.4695773849731969,0.5671152211300499,mof
head,FBgn0029818,76.25821834798317,-0.035947735533452076,0.06638297883887408,-0.5415203740812091,0.588148958425311,0.6762177514251597,GAA1
head,FBgn0013987,194.04972999573232,-0.07666562546915985,0.04114270305821792,-1.863407597713649,0.06240494189841736,0.10818262759667814,MAPk-Ak2
head,FBgn0029800,43.92375743848261,-0.045248583774110576,0.08376186562957434,-0.5402050615039592,0.5890556224659869,0.6771461230974782,lin-52
head,FBgn0261383,68.08857350350839,-0.1151682372037584,0.06904704238280372,-1.6679677105538302,0.09532213681322645,0.15510581785150984,IntS6
head,FBgn0052758,152.44514012897142,0.21279370851660584,0.041217687895823425,5.162679407307758,2.4343986814702434e-7,1.7309588958037376e-6,Snx27
head,FBgn0053080,63.43641414152067,0.227846182627885,0.06121858628615199,3.7218465248914963,1.9777122174888514e-4,7.002003940134283e-4,CG33080
head,FBgn0029789,33.06469243799111,0.03332111807536564,0.08665634723133163,0.38452022431102423,0.7005929090953595,0.7702121432573561,PGAP1
head,FBgn0046687,44.95979246409315,-0.7591319422117208,0.10562383249289983,-7.187127415233211,6.616865690687345e-13,1.2651743754798827e-11,Tre1
head,FBgn0015794,132.64463709991685,0.12097656180663345,0.051468980567553745,2.3504751886012207,0.01874945762609842,0.03859583768267425,Rab18
head,FBgn0029824,92.73956694939884,0.1487964483786263,0.0526379282495703,2.8267915042769745,0.004701692919122481,0.011548670696628302,CG3726
head,FBgn0029825,36.64966627857628,-0.03502941169754034,0.09020528569340185,-0.3883299235546083,0.6977718956127945,0.7688443840924836,CG12728
head,FBgn0052756,29.233256171329895,-0.018602085783045046,0.10446862880043142,-0.17806384554525928,0.8586728353048708,0.8928923113146554,CG32756
head,FBgn0029828,158.16295705365926,0.22880147122146663,0.0701368792448361,3.2622134558162905,0.0011054586938264068,0.003235844846402171,CG6067
head,FBgn0029830,49.603238570233884,-0.2615798205341476,0.09925582691741008,-2.6354102188056516,0.008403565389378772,0.019216997436482246,Grip
head,FBgn0029831,80.93902810994786,0.8336209960753029,0.11289729363293577,7.38388821600688,1.5373253252642906e-13,3.27930708445439e-12,CG5966
head,FBgn0029833,102.51733840332794,-0.044277075838613296,0.06089098288890927,-0.7271532456520414,0.46713208388729033,0.5646417896709337,MCTS1
head,FBgn0029834,91.29469276632251,0.1928614388383156,0.05993404197346101,3.2178947470907318,0.0012913519559252945,0.00370524104714,CG5937
head,FBgn0029835,30.979740318106348,-0.14387859461876268,0.10045148863377407,-1.432319187855096,0.15205249418523595,0.22957538715072343,CG5921
