	Nested_Level	Block	Path	Direction	N_genes	Internal_degree	Average_internal_degree	Total_degree	Average_total_degree	Assortativity
48	1	48	48-21-7-3-1	decohere	38	30.0	0.7894736842105263	4197.0	110.44736842105263	0.0005392234675465747
49	1	49	49-32-12-4-0	decohere	242	4.0	0.01652892561983471	276.0	1.140495867768595	0.0011278364072600273
50	1	50	50-26-10-0-0	decohere	43	0.0	0.0	412.0	9.581395348837209	-7.88744619766158e-05
51	1	51	51-33-1-1-1	decohere	72	14.0	0.19444444444444445	2934.0	40.75	7.129481130405841e-05
52	1	52	52-2-2-1-1	decohere	22	80.0	3.6363636363636362	7388.0	335.8181818181818	-0.0020980577147081715
53	1	53	53-20-8-3-1	decohere	30	166.0	5.533333333333333	9120.0	304.0	0.00962575302305502
54	1	54	54-34-2-1-1	decohere	26	112.0	4.3076923076923075	11396.0	438.3076923076923	-0.027775252579854165
55	1	55	55-25-11-1-1	decohere	85	4.0	0.047058823529411764	296.0	3.4823529411764707	0.001122520614978636
56	1	56	56-24-11-1-1	decohere	63	0.0	0.0	327.0	5.190476190476191	-4.968639448049741e-05
57	1	57	57-20-8-3-1	decohere	149	10.0	0.06711409395973154	1890.0	12.684563758389261	0.00124824467843943
58	1	58	58-13-9-2-0	decohere	40	22.0	0.55	2279.0	56.975	0.003984373575767238
59	1	59	59-9-9-2-0	decohere	28	166.0	5.928571428571429	13509.0	482.4642857142857	-0.03652437616031602
60	1	60	60-35-10-0-0	decohere	49	0.0	0.0	70.0	1.4285714285714286	-2.2768690715749447e-06
61	1	61	61-3-3-2-0	decohere	97	16.0	0.16494845360824742	3985.0	41.08247422680412	-0.0027260874400550053
62	1	62	62-3-3-2-0	decohere	82	58.0	0.7073170731707317	7740.0	94.39024390243902	-0.010970217259124896
63	1	63	63-36-12-4-0	decohere	113	2.0	0.017699115044247787	207.0	1.831858407079646	0.0005617059232933263
64	1	64	64-11-4-3-1	decohere	30	30.0	1.0	4373.0	145.76666666666668	-0.00016164329939993965
65	1	65	65-15-10-0-0	decohere	103	0.0	0.0	479.0	4.650485436893204	-0.0001066136972757606
66	1	66	66-26-10-0-0	decohere	74	6.0	0.08108108108108109	130.0	1.7567567567567568	0.0017369964640093925
67	1	67	67-12-7-3-1	decohere	36	162.0	4.5	9484.0	263.44444444444446	0.005315861052130603
68	1	68	68-30-13-0-0	decohere	32	66.0	2.0625	5671.0	177.21875	0.00424953495983991
69	1	69	69-32-12-4-0	decohere	38	0.0	0.0	280.0	7.368421052631579	-3.6429905145199115e-05
70	1	70	70-19-5-3-1	decohere	72	4.0	0.05555555555555555	382.0	5.305555555555555	0.0010954268023612092
71	1	71	71-23-10-0-0	decohere	12	0.0	0.0	585.0	48.75	-0.00015902071796321135
72	1	72	72-6-6-4-0	decohere	56	2.0	0.03571428571428571	1863.0	33.267857142857146	-0.0010311359191216094
73	1	73	73-35-10-0-0	decohere	30	0.0	0.0	286.0	9.533333333333333	-3.800791481194779e-05
74	1	74	74-28-12-4-0	decohere	73	2.0	0.0273972602739726	434.0	5.945205479452055	0.0004940935992121721
75	1	75	75-28-12-4-0	decohere	56	0.0	0.0	755.0	13.482142857142858	-0.00026487189643357306
76	1	76	76-37-4-3-1	decohere	112	8.0	0.07142857142857142	1012.0	9.035714285714286	0.0018505797039799598
77	1	77	77-26-10-0-0	decohere	51	20.0	0.39215686274509803	855.0	16.764705882352942	0.005476481154449808
78	1	78	78-33-1-1-1	decohere	44	134.0	3.0454545454545454	2991.0	67.97727272727273	0.03481135187496021
79	1	79	79-6-6-4-0	decohere	134	6.0	0.04477611940298507	1179.0	8.798507462686567	0.0010989429387417413
80	1	80	80-38-5-3-1	decohere	35	0.0	0.0	140.0	4.0	-9.107476286299779e-06
81	1	81	81-39-5-3-1	decohere	18	0.0	0.0	431.0	23.944444444444443	-8.631703583772109e-05
82	1	82	82-14-9-2-0	decohere	158	18.0	0.11392405063291139	5701.0	36.08227848101266	-0.00986778559936491
83	1	83	83-33-1-1-1	decohere	50	28.0	0.56	3912.0	78.24	0.0010314830254882358
84	1	84	84-38-5-3-1	decohere	10	0.0	0.0	436.0	43.6	-8.833136796532873e-05
85	1	85	85-22-8-3-1	decohere	196	0.0	0.0	1345.0	6.862244897959184	-0.0008405945045318092
86	1	86	86-6-6-4-0	decohere	50	38.0	0.76	4755.0	95.1	0.0005445764332005636
87	1	87	87-33-1-1-1	decohere	28	74.0	2.642857142857143	6251.0	223.25	0.0033629388713862967
88	1	88	88-21-7-3-1	decohere	12	30.0	2.5	10216.0	851.3333333333334	-0.03977151068271908
89	1	89	89-16-0-0-0	decohere	38	2.0	0.05263157894736842	1675.0	44.078947368421055	-0.0007220653473371922
90	1	90	90-37-4-3-1	decohere	44	18.0	0.4090909090909091	2144.0	48.72727272727273	0.0030985957661779175
91	1	91	91-20-8-3-1	decohere	51	50.0	0.9803921568627451	4229.0	82.92156862745098	0.006230098795780297
92	1	92	92-26-10-0-0	decohere	20	0.0	0.0	169.0	8.45	-1.3271358684337144e-05
93	1	93	93-40-7-3-1	decohere	18	0.0	0.0	1233.0	68.5	-0.0007064283681542044
94	1	94	94-12-7-3-1	decohere	14	30.0	2.142857142857143	6059.0	432.7857142857143	-0.008334372827721028
95	1	95	95-4-4-3-1	decohere	34	4.0	0.11764705882352941	1435.0	42.205882352941174	0.00020637866531765523
96	1	96	96-22-8-3-1	decohere	85	64.0	0.7529411764705882	7552.0	88.84705882352941	-0.007889498167828942
97	1	97	97-9-9-2-0	decohere	40	314.0	7.85	13114.0	327.85	0.011401720192226624
98	1	98	98-12-7-3-1	decohere	69	206.0	2.9855072463768115	10455.0	151.52173913043478	0.009115109373695444
99	1	99	99-41-11-1-1	decohere	33	2.0	0.06060606060606061	167.0	5.0606060606060606	0.0005686573439689918
100	1	100	100-8-8-3-1	decohere	38	156.0	4.105263157894737	10922.0	287.42105263157896	-0.010064101432720516
101	1	101	101-26-10-0-0	decohere	12	0.0	0.0	190.0	15.833333333333334	-1.677448438446031e-05
102	1	102	102-22-8-3-1	decohere	72	214.0	2.9722222222222223	11703.0	162.54166666666666	-0.001407951245127055
103	1	103	103-13-9-2-0	decohere	8	8.0	1.0	2593.0	324.125	-0.00079779308332346
