tissue,Geneid,logFC,AveExpr,t,P.Value,adj.P.Val,B,HSvsC,SYMBOL
head,FBgn0038874,-0.40427898359537573,1.9447137213136136,-3.5928184497101854,3.3452327593033786e-4,0.0011509354241433902,-0.25383221285253565,-1,ETHR
head,FBgn0032202,0.1586983272815221,6.163040037878697,3.768491840634494,1.6869041464311662e-4,6.194086984152308e-4,-0.2543773697289753,1,REPTOR-BP
head,FBgn0259241,0.18741322201988608,4.519879689997542,3.699207902824849,2.2173898156004312e-4,7.987283842368624e-4,-0.2595851052102658,1,CG42339
head,FBgn0037902,0.27299769538531393,3.9851768313265334,3.6495387282203717,2.690193948661919e-4,9.504794975965972e-4,-0.2639743060544877,1,CG5281
head,FBgn0025525,0.19329010717104822,5.031080331159304,3.718371549166082,2.05678766316847e-4,7.440186851503961e-4,-0.272189156865144,1,bab2
head,FBgn0028875,0.13860722098337508,7.061897366656183,3.797639606031417,1.5015958211268382e-4,5.561526356490395e-4,-0.2795438292119572,1,nAChRalpha5
head,FBgn0033365,-0.4716710302811038,1.7457577477365442,-3.568285574815107,3.6724879400596013e-4,0.001252793737073805,-0.294356351855801,-1,CG8170
head,FBgn0013981,0.10011035365639387,9.937105435488872,3.8285045767344443,1.3263699800229723e-4,4.958270253908438e-4,-0.30141707071397583,1,His4r
head,FBgn0033988,-0.22723333133826262,4.574298664437449,-3.6691840514519014,2.4928810910963817e-4,8.871953247040616e-4,-0.3077597118873632,-1,pcs
head,FBgn0262728,0.39960825329717053,2.6484218256088243,3.570287446750745,3.6447008957657216e-4,0.001244558695072377,-0.30814279074444073,1,Pal2
head,FBgn0039668,0.202156534787024,5.226203116003215,3.7085988064368025,2.1372708075081116e-4,7.710893515882859e-4,-0.31378758831053943,1,Trc8
head,FBgn0058263,0.11231197228864165,6.374819754420134,3.762544755533711,1.7272673483622036e-4,6.318503172518972e-4,-0.33523432552972654,1,MFS17
head,FBgn0028671,0.13511195825567412,6.7643862823262255,3.7674987832707454,1.693581747293283e-4,6.215262907002123e-4,-0.3403224906284583,1,Vha100-1
head,FBgn0017418,0.15048035414109862,5.968531857911832,3.738848795197292,1.8972957665087977e-4,6.88879835222822e-4,-0.3436015217845947,1,ari-1
head,FBgn0011241,0.36992176906398466,2.6772138639344294,3.5610146594558603,3.7750882067632397e-4,0.0012845838534080694,-0.34802480817682646,1,NA
head,FBgn0033321,-0.3486115154240821,3.1479957092778617,-3.5764276039162026,3.5606943656349356e-4,0.001219533353729256,-0.3531469298224259,-1,CG8738
head,FBgn0030327,0.20968805194407203,4.957177526465189,3.6820291812064596,2.371301370465576e-4,8.474608981569645e-4,-0.3542515574027556,1,FucT6
head,FBgn0000250,0.12979994146433338,7.012729978713683,3.773743883066402,1.6519981420776015e-4,6.082275791705345e-4,-0.35492497804150247,1,cact
head,FBgn0003559,0.2437830000237602,4.123788127239264,3.6319740439613875,2.8789244609116177e-4,0.0010077711984709079,-0.35820285641063254,1,su(f)
head,FBgn0053208,0.1350336204349638,5.997233020851037,3.743153212733549,1.8652838176331883e-4,6.790627914220877e-4,-0.3584346463112187,1,Mical
head,FBgn0265988,0.19718894760288475,4.786560708468995,3.6794915618957162,2.394869708184037e-4,8.549885265723973e-4,-0.3620069885296795,1,NA
head,FBgn0010391,-0.20214728205020727,5.119124894877225,-3.684686911866354,2.3468510849625868e-4,8.409241735409248e-4,-0.36321726343130223,-1,SrpRalpha
head,FBgn0034186,-0.4846865320268816,1.6853000871894304,-3.5236428969229423,4.3460957617368306e-4,0.0014635643645592308,-0.36405421360279533,-1,CG8950
head,FBgn0032196,0.2147327359296165,4.9129756268891,3.6726383734234522,2.459622940587785e-4,8.767303494753118e-4,-0.3730620785710963,1,CG5708
head,FBgn0050456,-0.3543581274046761,3.2087255101579135,-3.577769684768092,3.5425756378425574e-4,0.0012139368124454465,-0.3810545189944037,-1,NA
head,FBgn0016081,0.18560218731447353,5.221494657114431,3.6980073469981702,2.2278334828128456e-4,8.020670545190128e-4,-0.38132918116854153,1,fry
head,FBgn0023489,0.2609630221517003,4.476014245690115,3.6444768119168294,2.743358030462956e-4,9.677603057333405e-4,-0.3823174318946423,1,Pph13
head,FBgn0003371,0.10725670692276523,8.107176362029476,3.7883620650070005,1.5583892378916124e-4,5.744531869923876e-4,-0.38806356520553553,1,sgg
head,FBgn0034660,-0.35691470716945606,3.493790029855109,-3.5834077856274287,3.467397167700831e-4,0.0011899674744457452,-0.38922602054516364,-1,Loxl2
head,FBgn0243486,0.20229108784538363,4.597513589819647,3.6647381307371503,2.536307742346239e-4,9.007719380465884e-4,-0.3919833099782517,1,rdo
head,FBgn0037110,-0.21864580062856476,4.847011006242176,-3.661995230244801,2.563452769222562e-4,9.094661435921625e-4,-0.3920370365593664,-1,ORMDL
head,FBgn0259146,0.23535544826562083,4.077199158376822,3.627729636871798,2.926356649759828e-4,0.0010217550123406951,-0.3944334286123903,1,fid
head,FBgn0031682,-0.34185482328275185,2.810893471295271,-3.547251391355614,3.9766826606309257e-4,0.0013471120899452254,-0.4065770994510549,-1,CG5828
head,FBgn0031716,0.3171924938160364,3.56088400156556,3.586164669334272,3.4311829661350324e-4,0.0011787244553013454,-0.4082314699508247,1,CG14015
head,FBgn0038438,0.24188833155223044,4.427632709440146,3.6318018573951583,2.880834573718901e-4,0.001007922952342656,-0.41682429538292975,1,Der-2
head,FBgn0017590,0.13163175301482877,6.584925606698322,3.7462552757929575,1.8425295373138205e-4,6.714952814577756e-4,-0.41960254055422386,1,klg
head,FBgn0035482,-0.36767154911135425,2.884598487653355,-3.544961856485277,4.011179087674159e-4,0.0013568041849585633,-0.4257135886786729,-1,CG14985
head,FBgn0001230,-0.36007918012446005,3.1631103242040775,-3.5574703309857005,3.826068767882478e-4,0.0013012827807456799,-0.43248034210067043,-1,Hsp68
head,FBgn0264979,-0.2915572182797108,4.271095055582616,-3.613322245424581,3.0928827262155544e-4,0.0010738564338325215,-0.4347024753021218,-1,CG4267
head,FBgn0085430,0.1375466899091018,6.7430339390591625,3.746079944329353,1.8438086364172592e-4,6.716028683129248e-4,-0.4347679229419912,1,Dora
head,FBgn0267849,0.16014471533816277,5.955733948575158,3.7161837254900507,2.074553967636998e-4,7.492542530735528e-4,-0.4381509233261429,1,Syx7
head,FBgn0037818,-0.35070632826627346,3.076887024450039,-3.54504110766652,4.0099803502727666e-4,0.0013568041849585633,-0.44806933247269853,-1,CG6465
head,FBgn0027338,0.13184581366842707,7.660001283808991,3.759629832075929,1.747381414302379e-4,6.381472898967309e-4,-0.457546856049321,1,Kap-alpha3
head,FBgn0013725,0.26404570754068946,4.078784673400998,3.601045865921107,3.241742319894771e-4,0.0011209793857954258,-0.45804978426475973,1,phyl
head,FBgn0031888,-0.46032530600582056,1.7290712661683096,-3.5091008919133593,4.5893445251577993e-4,0.0015348782816622802,-0.4723108764454844,-1,Pvf2
head,FBgn0052672,0.1181394780296241,8.834112443754103,3.771047488584288,1.6698330256669996e-4,6.141314780820549e-4,-0.4763778540441175,1,Atg8a
head,FBgn0004513,0.22511905840541324,4.768954246238499,3.6373138464794113,2.8202745753372533e-4,9.902877701261363e-4,-0.4786119108141902,1,Mdr65
head,FBgn0036501,0.3745058132255501,2.401200721624592,3.5117791109445955,4.5436110481660475e-4,0.0015218198731492365,-0.4804967798543718,1,CG7272
head,FBgn0261270,-0.25520018484633233,4.2327404620984215,-3.5994935138250894,3.261036485161282e-4,0.0011270802555802993,-0.4846994261332478,-1,Sps1
head,FBgn0030572,0.37625302270380345,2.053499049931912,3.4969304700589,4.802634091677999e-4,0.0015991600151119033,-0.4853590078624723,1,mRpS25
head,FBgn0031830,-0.10092440079327147,8.742868180735918,-3.765237157826087,1.708882537846492e-4,6.268045246287026e-4,-0.49699351852071594,-1,COX5B
head,FBgn0250754,-0.29870508916507443,3.2709832252212507,-3.5520421520654506,3.9053957644960346e-4,0.0013249618036008913,-0.5140273284569572,-1,CG42232
head,FBgn0086694,0.2943926819305007,3.872942961261202,3.573000474216973,3.6073565016916226e-4,0.0012330403345291445,-0.5196683782830673,1,Bre1
head,FBgn0032023,0.25385858339363576,4.368299051771184,3.598405135827768,3.2746280003702593e-4,0.0011306328138860591,-0.5291125456480135,1,CG14274
head,FBgn0033500,0.3527506932943001,2.9893584071117107,3.520390373403028,4.3994322496028975e-4,0.0014778801444778238,-0.5341357480815683,1,Csgalnact
head,FBgn0267384,0.3141900142844083,3.0346719457034115,3.518247885135847,4.4348991971015356e-4,0.0014875981287181858,-0.5380819894208928,1,Ubc7
head,FBgn0031497,-0.24304842431542895,4.497078747059735,-3.5987070608443235,3.2708522945629686e-4,0.0011299006964922483,-0.5394975994448226,-1,SerRS
head,FBgn0030634,0.31714109676758495,3.4396189401129504,3.5413911579141217,4.0655376520219624e-4,0.0013745101541704763,-0.5414558666005371,1,CG9164
head,FBgn0020386,0.14200857315339732,6.245394244357118,3.696986918484404,2.2367465285713325e-4,8.044273869350851e-4,-0.5480569182595199,1,Pdk1
head,FBgn0053531,0.21923699892487294,4.310079468085581,3.608605423592742,3.149303251142094e-4,0.001091337074755361,-0.5505626069528908,1,Ddr
head,FBgn0011826,0.18191147068113445,5.55045957896286,3.6587425634211206,2.5959959801934217e-4,9.195780259885986e-4,-0.5552653595941228,1,Pp2B-14D
head,FBgn0053494,0.21830974622262467,6.158908296228602,3.683963024520332,2.3534870575490287e-4,8.419760301273412e-4,-0.5576414167272494,1,CG33494
head,FBgn0036319,0.27761403891180514,3.923973527300144,3.563323620234668,3.742219353040934e-4,0.0012746701249429847,-0.5591226689748314,1,Ent3
head,FBgn0034001,0.3908544433081964,2.0883024867732107,3.4740959565638785,5.22798953870609e-4,0.0017256410343910913,-0.5615214370603079,1,mRpL41
head,FBgn0051103,0.2317470906601935,4.609288926144356,3.595560220027288,3.310405909857374e-4,0.0011406779778236464,-0.5821375561464874,1,CG31103
head,FBgn0051044,-0.44933122079545473,1.6778893942740807,-3.462115443536424,5.4649679276517e-4,0.0017934553401033895,-0.5832876102900624,-1,lncRNA:CR31044
head,FBgn0040823,-0.18263531978176117,4.759486836725625,-3.620535342139323,3.0084314282015665e-4,0.0010461310712635706,-0.5849536693110178,-1,dpr6
head,FBgn0032879,0.2853748539886771,4.052680718370964,3.561692153650354,3.7654159567454835e-4,0.0012819316369448715,-0.5907850614241905,1,CarT
head,FBgn0034989,0.4254994720502978,2.244423608279885,3.4754610461594817,5.201604473598985e-4,0.0017185940046847371,-0.599184943220167,1,CG3356
head,FBgn0000163,-0.140745046588858,5.380496154071544,-3.6448178258353456,2.7397457129985596e-4,9.669857413096261e-4,-0.6026911482056292,-1,baz
head,FBgn0042206,-0.43499755794073813,2.007161646447461,-3.459194268868882,5.524249125157571e-4,0.001811168325087684,-0.6051275936366736,-1,GstD10
head,FBgn0000504,-0.16609187473111353,5.165440659669386,-3.634764114347643,2.8481384656536e-4,9.990438420632824e-4,-0.6057308103917665,-1,dsx
head,FBgn0036837,0.14620883043169197,7.783949982741096,3.7232823337157237,2.0174288826263294e-4,7.30168056882679e-4,-0.6068360994048971,1,CG18135
head,FBgn0020622,0.18181330752737956,5.3016955628778755,3.632352065584448,2.8747351273524045e-4,0.0010068210353672404,-0.6099429058717005,1,Pi3K21B
head,FBgn0013749,0.14839663509426337,6.44230925653613,3.6823395317384415,2.3684339582782517e-4,8.468795285074566e-4,-0.6120526203661507,1,Arf4
head,FBgn0027594,0.16394109623292952,5.2928511829710185,3.632638384502076,2.8715658714744644e-4,0.0010063157208819644,-0.6165800448689485,1,drpr
head,FBgn0086348,0.4090336125578595,2.548355703205969,3.473297189566645,5.243486299324103e-4,0.0017299196461665698,-0.61936413659213585,1,se
head,FBgn0023531,-0.26892729504083235,4.262302562205457,-3.5730497771526823,3.6066811789253766e-4,0.0012330403345291445,-0.6196622963097536,-1,CG32809
head,FBgn0004514,0.23438705521459136,3.740976435735085,3.5552919827790266,3.857720208131746e-4,0.0013100894597366814,-0.6219647717942225,1,Oct-TyrR
head,FBgn0030421,-0.4721088643645928,1.5900370193400795,-3.446207225888165,5.795131650709084e-4,0.00188999372421119,-0.6277704051712529,-1,Agpat1
head,FBgn0038498,0.15712224294394384,5.402536131583342,3.6393894487682013,2.797780997805085e-4,9.834012920194393e-4,-0.6295591901526771,1,beat-IIa
head,FBgn0031460,-0.5563986661792399,1.651054282701706,-3.4417749742615116,5.890376896030639e-4,0.0019173921169434976,-0.6301067422357924,-1,CG15399
head,FBgn0003321,0.11746697080860269,6.963365937222333,3.6965312946176123,2.240737033445691e-4,8.050677109455809e-4,-0.6311608712900174,1,sbr
head,FBgn0031161,-0.31321166897134045,3.348696042626535,-3.5016151818144094,4.71946103939912e-4,0.0015753076310483323,-0.6524914540582563,-1,CG15445
head,FBgn0035695,0.24185603204134587,4.4922035771745925,3.569103152735165,3.6611156658888157e-4,0.0012495387767678526,-0.6568759036641518,1,CG10226
head,FBgn0016917,-0.13316102059186008,7.360107861103259,-3.7009628199814255,2.2022064680162517e-4,7.936780016197959e-4,-0.6584822106484669,-1,Stat92E
head,FBgn0263049,-0.33175604762000965,2.832010335580577,-3.4910049034369655,4.909797456937707e-4,0.0016300718599735794,-0.6642197234218425,-1,lncRNA:let7C
head,FBgn0030406,0.16127229415741073,5.65219113615539,3.6326155880927327,2.87181808420461e-4,0.0010063157208819644,-0.6664880162565963,1,CG1463
head,FBgn0039283,0.3891308997687979,2.3378473793350327,3.45312995134008,5.64923485122612e-4,0.0018485942998307523,-0.673827453802696,1,danr
head,FBgn0039590,-0.32289048564070566,2.5927074364520326,-3.495308044595574,4.831756408874753e-4,0.0016066443550243606,-0.6862289683425828,-1,CG10011
head,FBgn0032725,-0.19605492613556663,5.208212912965111,-3.5964699273848675,3.298925731410829e-4,0.0011372963152833494,-0.6904451855283922,-1,Nedd8
head,FBgn0051716,0.14351852700208667,6.289631274234519,3.6624376504868588,2.55905600952432e-4,9.083783838280294e-4,-0.6927674452272559,1,Cnot4
head,FBgn0265434,0.1185495216902801,6.546286744399537,3.6694227288332715,2.490569602597168e-4,8.86835060371845e-4,-0.6958703665811425,1,NA
head,FBgn0033054,0.1663900792309212,6.191507218517956,3.649835897001017,2.687103086569407e-4,9.498791128390871e-4,-0.6963034411233604,1,CG14591
head,FBgn0038925,0.14999534356363142,6.480097910537108,3.6592105155238457,2.5912903246032477e-4,9.188648184800919e-4,-0.6981829142721203,1,Cchl
head,FBgn0003943,0.11019957291283511,7.821531197241172,3.6965143230193767,2.240885805444775e-4,8.050677109455809e-4,-0.701669642358679,1,Ubi-p63E
head,FBgn0035771,-0.13568160355488246,6.35076218947463,-3.6503703391403546,2.68155271754897e-4,9.488998885427305e-4,-0.7145703326107666,-1,Sec63
head,FBgn0035287,0.18141372839867564,5.439846987929645,3.6085787512575718,3.1496250179725475e-4,0.001091337074755361,-0.7155821370386821,1,CG13937
head,FBgn0041781,0.3474889509123509,2.917794710628928,3.462385123896131,5.45952514520327e-4,0.0017925309591706358,-0.7210501384852765,1,SCAR
head,FBgn0037843,0.2183350870029983,5.000135097044599,3.58304946917086,3.472130169751456e-4,0.0011909929918956501,-0.7244398149139313,1,CG4511
head,FBgn0085436,0.10615634879450742,7.959445833930714,3.695521536998036,2.2496046718525016e-4,8.077749337225237e-4,-0.7247379529088684,1,Not1
head,FBgn0031305,0.3033530259605044,4.388905082240186,3.5382235988538895,4.114334636003056e-4,0.0013896312827984592,-0.7266731400979012,1,Iris
head,FBgn0036619,-0.41227574538889833,6.423471452280189,-3.6440757779282373,2.7476118482697663e-4,9.682601175162326e-4,-0.7285992659658671,-1,Cpr72Ec
head,FBgn0036211,-0.1297422754362909,7.657254185269675,-3.6844046688947114,2.3494363516990974e-4,8.410326101296481e-4,-0.7347499672803606,-1,CG5946
head,FBgn0039150,0.43652652058234587,1.6845538450913016,3.411098429164234,6.59063832349791e-4,0.002125688165439119,-0.736833470061975,1,CG13605
head,FBgn0036998,0.3589877659982612,2.196470069372312,3.4206221475030754,6.365353249295865e-4,0.002061190762793813,-0.7506620386836937,1,CG5969
head,FBgn0037647,0.39349144032695094,1.97337567682152,3.4134667227942614,6.533933039200475e-4,0.0021107726893318714,-0.7524554613292951,1,RagA-B
head,FBgn0028743,0.16064222343189538,6.556747066687373,3.644238165104198,2.7458886423734915e-4,9.681526793823064e-4,-0.7673641136469138,1,Dhit
head,FBgn0031312,0.22957901211733756,4.3934452386935465,3.5222024030927597,4.36964272933539e-4,0.0014700434337330396,-0.7934749043285034,1,Tango14
head,FBgn0028734,0.17241435670454308,5.354462780654539,3.5849104261287463,3.447614480270966e-4,0.0011837734628938439,-0.7935732060237424,1,Fmr1
head,FBgn0037015,0.2435031602906692,4.4197274926569845,3.523376556778118,4.350440526685836e-4,0.0014643050806290691,-0.8015005492931788,1,cmpy
head,FBgn0039157,0.23351044438915292,4.164580489224417,3.5091639282070304,4.5882631908690416e-4,0.0015348782816622802,-0.8047947750882578,1,Myo95E
head,FBgn0051102,-0.3261204650151246,3.2493698313635178,-3.4492241453261467,5.731123556390282e-4,0.001870906236055479,-0.8049184868406236,-1,CG31102
head,FBgn0260659,0.15303868262041753,5.906645348613784,3.608798914786304,3.146969954866082e-4,0.001091337074755361,-0.8069055369141234,1,CG42542
head,FBgn0037031,0.24207226640222945,4.235391323569625,3.5104932174290395,4.565515690402932e-4,0.0015284065768852583,-0.8085991153162855,1,CG11456
head,FBgn0035498,0.17744326246194575,5.297029519212015,3.573493585396606,3.600607476519467e-4,0.0012319672498607459,-0.8143222453458394,1,Fit1
head,FBgn0259150,0.19427232205077916,5.612901790388154,3.593228269704411,3.3400053763621136e-4,0.0011497164245611593,-0.8150183505373336,1,OtopLc
head,FBgn0263392,0.13784223368947313,6.117546070430017,3.620551368892342,3.0082462157338477e-4,0.0010461310712635706,-0.8194394979867408,1,Tet
head,FBgn0033320,-0.19008733169074254,5.992357884107493,-3.603516112576904,3.211259951729914e-4,0.0011115649305531638,-0.8200827731912632,-1,CG8586
head,FBgn0033055,0.22808062910601912,4.276115746241499,3.5065330131069516,4.633597144491394e-4,0.0015489193980557422,-0.8305740513088109,1,Tbce
head,FBgn0021979,0.09018396383779148,8.324957931335847,3.6663773290324264,2.5202144886326037e-4,8.96455659166553e-4,-0.8436035081134303,1,l(2)k09913
head,FBgn0004512,0.4287243707225499,1.9318397940488905,3.398176777923057,6.908177503389532e-4,0.0022201139189330014,-0.8488983518361959,1,Mdr49
head,FBgn0033710,0.1389106072048385,7.90819430038647,3.6571156647581,2.612418295196921e-4,9.249153155090343e-4,-0.8527877668496266,1,CG17739
head,FBgn0033209,0.19520481985603766,5.129246915928628,3.5471250545726263,3.978578923717513e-4,0.0013471120899452254,-0.8554019509460797,1,CG12107
head,FBgn0036279,-0.21610178512003553,4.129852170394028,-3.501119735088861,4.728193262964829e-4,0.0015774509879275622,-0.8574496801960363,-1,Ncc69
head,FBgn0263111,0.12153577272167837,8.541383598247418,3.6652267294267973,2.5315007372467394e-4,8.995327450518607e-4,-0.8618508593404819,1,cac
head,FBgn0042693,-0.16260981968040333,5.385066897116509,-3.5653256447471158,3.7139367313847077e-4,0.0012656681042652028,-0.8694068622642348,-1,wrd
head,FBgn0017545,-0.11145993358160133,10.8558154932505,-3.680874152112323,2.382001660599318e-4,8.508395256541572e-4,-0.8793655855771769,-1,RpS3A
head,FBgn0044020,-0.2047715103717307,4.628706279633385,-3.515520098038772,4.480441744950205e-4,0.0015013988881212618,-0.8794274445141639,-1,Roc2
head,FBgn0039380,0.1842758866129115,5.153703639557137,3.548906927529461,3.9519117061328357e-4,0.001340076965030439,-0.8825337335147445,1,CG5890
head,FBgn0036451,0.13243346219985064,7.118175095778094,3.629125809361808,2.910673851171185e-4,0.001017320005534793,-0.894077818996954,1,Helz
head,FBgn0034577,0.29231059200761145,3.2885569462519904,3.4255001290411737,6.252759862855535e-4,0.002025692397904693,-0.8972443065103253,1,cpa
head,FBgn0013972,0.23231218328465264,4.794447014270891,3.518948073618522,4.423278939620088e-4,0.0014851599627076597,-0.8996759379863661,1,Gycalpha99B
head,FBgn0028476,0.2047849286948198,5.125688016392583,3.5395621509627984,4.0936475178341694e-4,0.0013833286117196058,-0.906910242122291,1,Usp1
head,FBgn0266100,0.22011795759072705,3.9514332528953164,3.4883240405428135,4.959010152559237e-4,0.0016432137524936578,-0.9078569823895073,1,CG44837
head,FBgn0039126,0.3853332540773824,1.9660439464025585,3.3663513633051263,7.751945089722327e-4,0.0024691916557370323,-0.9094431555378462,1,CG13601
head,FBgn0051116,0.13099033823190176,6.265367248350275,3.5973838294090865,3.2874301666208403e-4,0.0011344791869238552,-0.9102533838146227,1,ClC-a
head,FBgn0034488,0.4132788486397816,1.7714405614434408,3.3558722036942017,8.050091585878025e-4,0.0025569997750210984,-0.9237232072053354,1,Hacl
head,FBgn0038115,-0.38865871787768747,7.095371733240967,-3.618213724070405,3.0353742947635773e-4,0.00105496257311895,-0.9271187173968523,-1,CG7966
head,FBgn0004227,0.14062964079182283,5.930366189317289,3.5712278958347015,3.631714990789142e-4,0.0012407450714277618,-0.944315982153209,1,nonA
head,FBgn0262512,0.12730695776311407,7.52176342278888,3.6229168427367355,2.981026600878897e-4,0.0010381881417142525,-0.9455660725000348,1,Vha14-1
head,FBgn0028577,0.13383011380943088,6.179048661857473,3.5788692943194267,3.52779473720541e-4,0.0012094789993050792,-0.9489780230439395,1,hfp
head,FBgn0028683,0.3974108274954258,1.7257963808475005,3.3470315478742467,8.309865106089155e-4,0.002626071259915027,-0.9509889385576207,1,spt4
head,FBgn0012051,0.18498343963621,5.15525736009752,3.5236495271050408,4.3459876563468533e-4,0.0014635643645592308,-0.9554118990842673,1,CalpA
head,FBgn0004556,0.41446264126305543,2.3805003485859992,3.3792840474785866,7.398136661797743e-4,0.0023675424685153023,-0.9554459482403219,1,Dbp73D
head,FBgn0040985,-0.11673968217166752,7.742617055975403,-3.622345858574775,2.987575725558256e-4,0.001039938393812374,-0.960385529753375,-1,CG6115
head,FBgn0001991,0.13310324147785657,6.6330990763159825,3.5932751743538476,3.339407580844999e-4,0.0011497164245611593,-0.9705511115802992,1,Ca-alpha1D
head,FBgn0037930,-0.208747291639094,5.335762775148788,-3.5219370215283017,4.3739937567149623e-4,0.0014707823341544991,-0.9719763323560286,-1,CG14715
head,FBgn0036043,0.13207105270335617,6.547260230641778,3.589873691668162,3.383019965196846e-4,0.0011633498379059783,-0.9773117966362506,1,Ae2
head,FBgn0053182,-0.4582184676881256,1.488180588007809,-3.3508114706030336,8.197857979459247e-4,0.0025954813806952142,-0.9800987615003551,-1,Kdm4B
head,FBgn0015805,-0.23964595802942323,4.57497869560018,-3.474897830048922,5.212475481666211e-4,0.0017213525707718217,-0.9970850054790859,-1,HDAC1
head,FBgn0033799,-0.2108894740572742,4.8994732237664564,-3.490234562008751,4.923891775685924e-4,0.0016323693667232694,-0.9983131530396445,-1,GLaz
head,FBgn0020307,-0.20882959742634633,3.9053439034509916,-3.4583710834234287,5.541062474062071e-4,0.001815808566872189,-0.9988341445633804,-1,dve
head,FBgn0036762,-0.11014240006083398,7.3943019734127935,-3.6012426460091067,3.23930419243623e-4,0.001120704025218941,-1.0138063291494959,-1,CG7430
head,FBgn0032407,0.17845212765908158,5.472260298588555,3.521450958223626,4.3819734383275397e-4,0.0014727400635166808,-1.0168016254792889,1,Pex19
head,FBgn0036493,-0.29695412103026886,3.6157901410793176,-3.4100909392438012,6.614899739959492e-4,0.002130878037987895,-1.0307968294174579,-1,CG7255
head,FBgn0037796,0.16401716810255174,5.311907841735656,3.5186496306412507,4.428228387253011e-4,0.0014860908048863841,-1.0326678089174575,1,CG12814
head,FBgn0264479,-0.3472272034803776,3.060644800418963,-3.3743925008398308,7.530155148237239e-4,0.002407533444583953,-1.042286139367933,-1,lncRNA:CR43887
head,FBgn0052485,0.26877883800324565,4.021087633334234,3.4264882338419693,6.230179496871965e-4,0.0020193354817496694,-1.0486150743624263,1,CG32485
head,FBgn0019952,0.24609266141636432,4.775989160799608,3.4714660182455206,5.279174405677822e-4,0.0017400118055604448,-1.050470303591279,1,Orct
head,FBgn0039686,-0.5134815100175203,1.7412223120081192,-3.313790991182348,9.357834437204765e-4,0.002922075840272632,-1.0562292052333904,-1,CG15506
head,FBgn0259736,0.19540856045949262,5.620378439899763,3.525918290138891,4.309142530449455e-4,0.0014547085515750732,-1.058661165376244,1,CG42390
head,FBgn0051324,-0.20717481702094176,4.983801577456724,-3.4860669561015265,5.000800019413853e-4,0.0016562572019659853,-1.0631508764741682,-1,Cipc
head,FBgn0034964,-0.2681759358567426,3.6270725203699206,-3.402516265525193,6.799984486060311e-4,0.0021863727791732305,-1.0662115473676863,-1,IntS1
head,FBgn0035107,0.38469680627525094,2.123858892615316,3.322503441186548,9.0719061467193e-4,0.002841892214662962,-1.0662635499233142,1,mri
head,FBgn0031493,0.23536475553230218,4.49116125313132,3.4512639013748094,5.688221259528829e-4,0.0018591834114129342,-1.073124044533424,1,Sf3b2
head,FBgn0040466,0.26218741440512083,3.9278482275974107,3.410523037720881,6.60448419428311e-4,0.002128527342312394,-1.0750980734698414,1,Dlip2
head,FBgn0024985,0.16224665359526114,5.8293971576298595,3.524659841241895,4.3295437688526566e-4,0.0014597947596906179,-1.075396321132601,1,Rilpl
head,FBgn0259722,-0.1597109891273183,5.508669883004571,-3.5056272219456104,4.6493015945056794e-4,0.0015534083545812906,-1.0763194430281962,-1,CG42376
head,FBgn0034528,-0.37345099555377637,3.0083339600800834,-3.355348636799436,8.065263508266316e-4,0.0025606273817407386,-1.0786477122574878,-1,CG11180
head,FBgn0029737,-0.16628033450504098,5.473277672372761,-3.502638798630046,4.7014675070793734e-4,0.0015700693348005776,-1.0819448658701187,-1,CG6903
head,FBgn0026749,0.2164087921467548,4.630983049846265,3.4511902182223535,5.689765816644623e-4,0.0018591834114129342,-1.0851142545440124,1,Ype
head,FBgn0032880,0.12244442144409717,6.579871012340002,3.553294550871575,3.8869579857233455e-4,0.001319362268053086,-1.0975785962745581,1,TM9SF2
head,FBgn0030668,-0.21005496253580613,4.809506354961453,-3.4558328004178573,5.59320702129098e-4,0.0018320168487203567,-1.1009657784987565,-1,CG8128
head,FBgn0011290,0.18581479003199242,5.456771560839382,3.4974727664882064,4.792936533555272e-4,0.0015967098476353484,-1.1019630844689736,1,Taf12
head,FBgn0005536,0.11310632493684647,7.198419985496808,3.5753831789865176,3.574854564401701e-4,0.0012237691703413246,-1.1023991555588744,1,Mbs
head,FBgn0011586,-0.19282557102964937,4.698042099546372,-3.448972345625073,5.736440530933346e-4,0.0018717468003896281,-1.113448900197282,-1,e(r)
head,FBgn0032478,-0.3739847320411456,1.9198504756927133,-3.3027180725449856,9.733287476814465e-4,0.0030296133295365044,-1.118318591818431,-1,Rsph1
head,FBgn0264075,0.3000986469924243,3.384202384770581,3.3706577718197006,7.632422389241402e-4,0.002435666911124909,-1.119688176096627,1,tgo
head,FBgn0034432,-0.14171974461742742,7.263533723841467,-3.5661199839958155,3.702770602729242e-4,0.0012624931135978925,-1.1219407992266612,-1,CG7461
head,FBgn0039381,0.20911123621531846,4.5603604184637785,3.4401323856532153,5.926043563680425e-4,0.0019280826199086075,-1.1270185345368597,1,SppL
head,FBgn0035719,0.17665042831136102,5.534816683181091,3.4952849371883725,4.832172371615898e-4,0.0016066443550243606,-1.1308442615898135,1,tow
head,FBgn0039483,-0.21695989743256128,5.201801789504201,-3.470013970930106,5.307634565042577e-4,0.0017475370235995535,-1.1310528433286837,-1,CG14259
head,FBgn0031948,0.21168752894898368,4.8262551289311375,3.452672660449464,5.658765689013428e-4,0.0018508258070534577,-1.1341278207951735,1,CG7149
