	direction	Gene	Degree	Average	Sum	B1	B2	B3	B4	B5	B6
4495	decohere	FBgn0261553	97	0.1730542914141831	16.786266267175762	82	14	9	2	0	0
5135	decohere	FBgn0013689	97	0.14679414326865262	14.239031897059304	95	4	4	3	1	1
327	decohere	FBgn0010328	97	0.13601193019860164	13.19315722926436	22	6	6	4	0	0
403	decohere	FBgn0025382	97	0.13291650584654666	12.892901067115027	38	30	13	0	0	0
3458	decohere	FBgn0029529	97	0.12996655365569884	12.606755704602788	14	12	7	3	1	1
2724	decohere	FBgn0039870	97	0.12038094133886698	11.676951309870097	91	20	8	3	1	1
2271	decohere	FBgn0031814	97	0.11917931298097782	11.56039335915485	47	11	4	3	1	1
3309	decohere	FBgn0029079	97	0.11477241937508602	11.132924679383343	114	22	8	3	1	1
4116	decohere	FBgn0027493	97	0.10579058385835549	10.261686634260483	128	14	9	2	0	0
1619	decohere	FBgn0040959	96	0.20427367140394503	19.610272454778723	116	33	1	1	1	1
6109	decohere	FBgn0265778	96	0.19215248253459458	18.44663832332108	62	3	3	2	0	0
2334	decohere	FBgn0023395	96	0.1880979086693845	18.057399232260913	72	6	6	4	0	0
588	decohere	FBgn0029893	96	0.1812920848893659	17.404040149379128	137	6	6	4	0	0
594	decohere	FBgn0038610	96	0.15482908926343064	14.863592569289342	51	33	1	1	1	1
2202	decohere	FBgn0025682	96	0.15014217641607222	14.413648935942934	37	29	2	1	1	1
840	decohere	FBgn0010228	96	0.13991703429394275	13.432035292218504	150	37	4	3	1	1
6303	decohere	FBgn0052685	96	0.13852113853510617	13.298029299370192	128	14	9	2	0	0
3997	decohere	FBgn0063495	96	0.1353010512259215	12.988900917688465	46	1	1	1	1	1
12	decohere	FBgn0262619	96	0.12395164010915054	11.899357450478451	11	10	0	0	0	0
4908	decohere	FBgn0000927	96	0.12207709721351505	11.719401332497444	89	16	0	0	0	0
1328	decohere	FBgn0052521	96	0.11387700641755927	10.93219261608569	90	37	4	3	1	1
16	decohere	FBgn0250830	96	0.1066847990368572	10.241740707538291	15	13	9	2	0	0
5398	decohere	FBgn0037717	96	0.10093593795557244	9.689850043734955	4	3	3	2	0	0
1621	decohere	FBgn0030098	95	0.17165823179998158	16.30753202099825	116	33	1	1	1	1
736	decohere	FBgn0000719	95	0.16443955804106244	15.621758013900932	45	9	9	2	0	0
2755	decohere	FBgn0016697	95	0.160681696788151	15.264761194874344	132	7	7	3	1	1
60	decohere	FBgn0011556	95	0.13862841710088447	13.169699624584025	46	1	1	1	1	1
730	decohere	FBgn0031670	95	0.1377977737857986	13.090788509650867	106	30	13	0	0	0
628	decohere	FBgn0034249	95	0.12763232938760324	12.125071291822307	89	16	0	0	0	0
1915	decohere	FBgn0035082	95	0.11697863630362364	11.112970448844246	14	12	7	3	1	1
5415	decohere	FBgn0001091	95	0.113009265840876	10.73588025488322	122	39	5	3	1	1
3893	decohere	FBgn0260484	95	0.110168580246704	10.46601512343688	128	14	9	2	0	0
1932	decohere	FBgn0034243	95	0.10492599772180253	9.96796978357124	134	8	8	3	1	1
3606	decohere	FBgn0031263	95	0.09059692446826	8.6067078244847	81	39	5	3	1	1
10	decohere	FBgn0050185	95	0.08958718920048862	8.51078297404642	9	8	8	3	1	1
572	decohere	FBgn0039532	94	0.19762121671098307	18.576394370832407	72	6	6	4	0	0
1030	decohere	FBgn0034664	94	0.19487496178407815	18.318246407703345	138	19	5	3	1	1
3757	decohere	FBgn0037737	94	0.1682422558506729	15.814772049963253	61	3	3	2	0	0
2350	decohere	FBgn0261461	94	0.161021033887779	15.135977185451225	82	14	9	2	0	0
3281	decohere	FBgn0263776	94	0.1487171901227014	13.979415871533933	37	29	2	1	1	1
248	decohere	FBgn0263863	94	0.14636090153346343	13.757924744145562	14	12	7	3	1	1
13	decohere	FBgn0268063	94	0.13350202406265757	12.549190261889812	12	11	4	3	1	1
2185	decohere	FBgn0030945	94	0.1269580045403443	11.934052426792366	114	22	8	3	1	1
5842	decohere	FBgn0063494	94	0.1103816010296191	10.375870496784195	122	39	5	3	1	1
2836	decohere	FBgn0260938	93	0.18668563811745417	17.361764344923238	128	14	9	2	0	0
1960	decohere	FBgn0014031	93	0.17960400758933828	16.70317270580846	83	33	1	1	1	1
4088	decohere	FBgn0023545	93	0.1373534214300295	12.773868192992742	114	22	8	3	1	1
2312	decohere	FBgn0026737	93	0.13434516509498054	12.49410035383319	11	10	0	0	0	0
4650	decohere	FBgn0023175	93	0.1271966296353098	11.829286556083813	157	7	7	3	1	1
5472	decohere	FBgn0010391	93	0.12573035585832826	11.692923094824529	26	21	7	3	1	1
6329	decohere	FBgn0036376	93	0.12430997581310735	11.560827750618984	45	9	9	2	0	0
1366	decohere	FBgn0086357	93	0.12149656062988587	11.299180138579386	90	37	4	3	1	1
5095	decohere	FBgn0035402	93	0.12017555978646657	11.176327060141391	106	30	13	0	0	0
6304	decohere	FBgn0034689	93	0.10073593022016902	9.36844151047572	38	30	13	0	0	0
5489	decohere	FBgn0023516	93	0.09469791429491538	8.80690602942713	9	8	8	3	1	1
3661	decohere	FBgn0023197	93	0.09362197292893291	8.706843482390761	26	21	7	3	1	1
464	decohere	FBgn0036801	92	0.17835790032676466	16.40892683006235	61	3	3	2	0	0
1401	decohere	FBgn0032050	92	0.1771042732846611	16.293593142188822	128	14	9	2	0	0
3607	decohere	FBgn0034199	92	0.1739329865942953	16.001834766675167	51	33	1	1	1	1
1681	decohere	FBgn0020443	92	0.1705349458362723	15.689215016937052	151	13	9	2	0	0
2597	decohere	FBgn0266557	92	0.1635099109659987	15.042911808871882	148	31	12	4	0	0
5230	decohere	FBgn0011555	92	0.15537480412700133	14.294481979684123	116	33	1	1	1	1
2325	decohere	FBgn0035904	92	0.15335261893884242	14.108440942373502	78	33	1	1	1	1
5126	decohere	FBgn0262476	92	0.14357420556413886	13.208826911900776	47	11	4	3	1	1
3219	decohere	FBgn0002773	92	0.1434185725473532	13.194508674356497	152	25	11	1	1	1
5292	decohere	FBgn0043455	92	0.13432230605770296	12.357652157308673	15	13	9	2	0	0
3908	decohere	FBgn0029118	92	0.1336918971808702	12.29965454064006	37	29	2	1	1	1
1094	decohere	FBgn0262124	92	0.12739519814473252	11.72035822931539	151	13	9	2	0	0
3017	decohere	FBgn0014877	92	0.12598368698900742	11.590499202988683	91	20	8	3	1	1
4593	decohere	FBgn0034497	92	0.12155491167017424	11.18305187365603	119	25	11	1	1	1
6318	decohere	FBgn0013303	92	0.11523410512752921	10.601537671732688	43	23	10	0	0	0
1670	decohere	FBgn0032408	92	0.10773925929601715	9.912011855233578	114	22	8	3	1	1
2743	decohere	FBgn0261119	92	0.09849218221938819	9.061280764183714	171	10	0	0	0	0
5196	decohere	FBgn0037336	91	0.15179769243937957	13.81359001198354	4	3	3	2	0	0
2978	decohere	FBgn0000097	91	0.15168453337773063	13.803292537373489	61	3	3	2	0	0
2537	decohere	FBgn0034091	91	0.13218988195937223	12.029279258302873	45	9	9	2	0	0
6468	decohere	FBgn0017545	91	0.13173749870590112	11.988112382237002	126	7	7	3	1	1
5665	decohere	FBgn0041588	91	0.12101562823872068	11.012422169723582	134	8	8	3	1	1
6067	decohere	FBgn0037687	91	0.11072334120488367	10.075824049644414	9	8	8	3	1	1
1100	decohere	FBgn0033752	91	0.10536631090537983	9.588334292389565	89	16	0	0	0	0
3193	decohere	FBgn0010053	90	0.18459424236658747	16.613481812992873	83	33	1	1	1	1
5197	decohere	FBgn0013679	90	0.16448515529995697	14.803663976996127	179	5	5	3	1	1
3483	decohere	FBgn0036446	90	0.1619385918297673	14.574473264679058	45	9	9	2	0	0
1073	decohere	FBgn0000286	90	0.1490793467448301	13.417141207034707	61	3	3	2	0	0
1462	decohere	FBgn0026879	90	0.14234795703992273	12.811316133593046	161	38	5	3	1	1
2569	decohere	FBgn0260789	90	0.1421643527938229	12.794791751444059	72	6	6	4	0	0
5629	decohere	FBgn0005355	90	0.1196119677473696	10.765077097263264	38	30	13	0	0	0
4389	decohere	FBgn0032285	90	0.10229821732958144	9.20683955966233	152	25	11	1	1	1
599	decohere	FBgn0004606	89	0.18441727200379707	16.41313720833794	45	9	9	2	0	0
1948	decohere	FBgn0027101	89	0.15422868958723052	13.726353373263516	82	14	9	2	0	0
5571	decohere	FBgn0015794	89	0.15113348347962982	13.450880029687054	37	29	2	1	1	1
5034	decohere	FBgn0040080	89	0.14807677633803917	13.178833094085487	45	9	9	2	0	0
3397	decohere	FBgn0028474	89	0.1445604840896135	12.865883083975602	45	9	9	2	0	0
811	decohere	FBgn0040729	89	0.14455685456458964	12.865560056248478	131	18	11	1	1	1
4002	decohere	FBgn0003277	89	0.14106831036516798	12.555079622499951	137	6	6	4	0	0
543	decohere	FBgn0037342	89	0.1287403633943235	11.457892342094791	11	10	0	0	0	0
195	decohere	FBgn0004646	89	0.12447505714764945	11.0782800861408	90	37	4	3	1	1
823	decohere	FBgn0260744	89	0.12346156673260422	10.988079439201776	26	21	7	3	1	1
204	decohere	FBgn0030136	89	0.11947750657025115	10.633498084752352	93	40	7	3	1	1
3002	decohere	FBgn0032880	89	0.11547189412774331	10.276998577369154	128	14	9	2	0	0
5648	decohere	FBgn0030418	89	0.10937698575479624	9.734551732176865	82	14	9	2	0	0
6323	decohere	FBgn0036366	89	0.10690514338769623	9.514557761504964	114	22	8	3	1	1
4419	decohere	FBgn0022984	89	0.10065154978599948	8.957987930953953	128	14	9	2	0	0
860	decohere	FBgn0030056	89	0.09179098983293084	8.169398095130845	135	30	13	0	0	0
2285	decohere	FBgn0036422	88	0.18392189297196773	16.18512658153316	78	33	1	1	1	1
397	decohere	FBgn0030850	88	0.1825224273903108	16.06197361034735	45	9	9	2	0	0
3268	decohere	FBgn0052687	88	0.1773405709699652	15.605970245356938	46	1	1	1	1	1
3760	decohere	FBgn0041191	88	0.15731013867807747	13.843292203670817	14	12	7	3	1	1
418	decohere	FBgn0000635	88	0.149275661042213	13.136258171714744	127	27	4	3	1	1
1287	decohere	FBgn0020392	88	0.13097284422711486	11.525610291986107	38	30	13	0	0	0
5562	decohere	FBgn0004057	88	0.1277519253731387	11.242169432836207	37	29	2	1	1	1
2478	decohere	FBgn0030608	88	0.11937201443825428	10.504737270566377	58	13	9	2	0	0
2087	decohere	FBgn0053554	88	0.11535231040791784	10.15100331589677	45	9	9	2	0	0
1786	decohere	FBgn0260856	88	0.11223046022720896	9.876280499994389	134	8	8	3	1	1
1715	decohere	FBgn0021944	88	0.10961958323148244	9.646523324370454	38	30	13	0	0	0
1167	decohere	FBgn0031708	88	0.10726328893696113	9.43916942645258	134	8	8	3	1	1
2637	decohere	FBgn0040319	88	0.10004709542896534	8.80414439774895	82	14	9	2	0	0
3146	decohere	FBgn0036516	88	0.0967693739124888	8.515704904299014	96	22	8	3	1	1
159	decohere	FBgn0085205	87	0.20458997344426735	17.79932768965126	78	33	1	1	1	1
3226	decohere	FBgn0263110	87	0.16249656671229692	14.137201303969833	45	9	9	2	0	0
3441	decohere	FBgn0038546	87	0.11893283554069009	10.347156692040038	38	30	13	0	0	0
2580	decohere	FBgn0037603	87	0.09940161284016664	8.647940317094498	134	8	8	3	1	1
1665	decohere	FBgn0033789	87	0.09108669991537056	7.9245428926372385	154	19	5	3	1	1
3041	decohere	FBgn0020508	86	0.2289187466576671	19.68701221255937	116	33	1	1	1	1
3796	decohere	FBgn0033075	86	0.17920471540496458	15.411605524826953	121	3	3	2	0	0
3001	decohere	FBgn0023407	86	0.16700465424511535	14.36240026507992	61	3	3	2	0	0
5407	decohere	FBgn0033100	86	0.1403608097236824	12.071029636236686	132	7	7	3	1	1
4298	decohere	FBgn0032487	86	0.13722449004152115	11.80130614357082	157	7	7	3	1	1
1936	decohere	FBgn0053002	86	0.13515832442629253	11.623615900661157	132	7	7	3	1	1
1015	decohere	FBgn0040813	86	0.1225176045830599	10.536513994143151	108	41	11	1	1	1
4709	decohere	FBgn0035337	86	0.11481492844628655	9.874083846380643	57	20	8	3	1	1
1144	decohere	FBgn0039828	86	0.10968082752693363	9.432551167316293	57	20	8	3	1	1
59	decohere	FBgn0041150	86	0.09935554042060926	8.544576476172397	15	13	9	2	0	0
644	decohere	FBgn0031633	85	0.17099011963119878	14.534160168651896	14	12	7	3	1	1
1980	decohere	FBgn0031149	85	0.16872948916284644	14.342006578841948	114	22	8	3	1	1
5702	decohere	FBgn0004244	85	0.15716678697252298	13.359176892664452	12	11	4	3	1	1
4549	decohere	FBgn0039831	85	0.15667176026914004	13.317099622876903	45	9	9	2	0	0
202	decohere	FBgn0086675	85	0.15663809115643837	13.314237748297261	12	11	4	3	1	1
6135	decohere	FBgn0039251	85	0.15020203249796532	12.767172762327052	72	6	6	4	0	0
951	decohere	FBgn0033028	85	0.14890599351624173	12.657009448880547	45	9	9	2	0	0
1095	decohere	FBgn0029769	85	0.12671212314493274	10.770530467319283	51	33	1	1	1	1
5261	decohere	FBgn0003944	85	0.1251206978960824	10.635259321167004	35	27	4	3	1	1
5266	decohere	FBgn0040078	85	0.12424835930644526	10.561110541047848	57	20	8	3	1	1
2771	decohere	FBgn0004419	85	0.12396209768465329	10.536778303195529	163	30	13	0	0	0
4822	decohere	FBgn0039381	85	0.12259054441590266	10.420196275351726	45	9	9	2	0	0
2454	decohere	FBgn0262736	85	0.12232422740968375	10.39755932982312	179	5	5	3	1	1
3811	decohere	FBgn0038312	85	0.11479566770299227	9.757631754754343	20	17	10	0	0	0
375	decohere	FBgn0015789	85	0.10542341785931714	8.960990518041957	38	30	13	0	0	0
2542	decohere	FBgn0032292	85	0.10363768018416285	8.809202815653842	57	20	8	3	1	1
2139	decohere	FBgn0035064	85	0.10054404700465093	8.54624399539533	134	8	8	3	1	1
657	decohere	FBgn0037678	84	0.23985385970390882	20.147724215128342	116	33	1	1	1	1
6359	decohere	FBgn0015772	84	0.19455907984250512	16.34296270677043	104	3	3	2	0	0
4045	decohere	FBgn0010423	84	0.14936368610354828	12.546549632698055	46	1	1	1	1	1
1332	decohere	FBgn0040396	84	0.14237145123727113	11.959201903930776	157	7	7	3	1	1
2926	decohere	FBgn0267795	84	0.13715356529852465	11.52089948507607	4	3	3	2	0	0
431	decohere	FBgn0036691	84	0.13681550362624	11.49250230460416	134	8	8	3	1	1
4580	decohere	FBgn0039508	84	0.11024985665721196	9.260987959205805	114	22	8	3	1	1
2441	decohere	FBgn0016917	84	0.10686167552617187	8.976380744198437	82	14	9	2	0	0
5137	decohere	FBgn0032924	84	0.09920547360426711	8.333259782758438	171	10	0	0	0	0
1152	decohere	FBgn0039431	84	0.09715880157826083	8.16133933257391	82	14	9	2	0	0
4046	decohere	FBgn0063493	84	0.08293341377929216	6.9664067574605415	14	12	7	3	1	1
2317	decohere	FBgn0003357	83	0.2043105333886601	16.95777427125879	116	33	1	1	1	1
1906	decohere	FBgn0030794	83	0.18566774086214277	15.410422491557851	45	9	9	2	0	0
5539	decohere	FBgn0260397	83	0.16841820598215554	13.97871109651891	121	3	3	2	0	0
2858	decohere	FBgn0034314	83	0.15258551418277336	12.664597677170189	11	10	0	0	0	0
3752	decohere	FBgn0024245	83	0.14725802006172675	12.22241566512332	4	3	3	2	0	0
728	decohere	FBgn0003053	83	0.14655905334640415	12.164401427751544	47	11	4	3	1	1
6227	decohere	FBgn0037944	83	0.13281034622118823	11.023258736358622	121	3	3	2	0	0
6382	decohere	FBgn0000565	83	0.1292561114734794	10.728257252298791	51	33	1	1	1	1
507	decohere	FBgn0037332	83	0.1263631421157935	10.48814079561086	15	13	9	2	0	0
5304	decohere	FBgn0031692	83	0.120971213462487	10.040610717386421	154	19	5	3	1	1
5958	decohere	FBgn0020660	83	0.12012518973439602	9.97039074795487	95	4	4	3	1	1
315	decohere	FBgn0053213	83	0.11833260215289666	9.821605978690423	11	10	0	0	0	0
4226	decohere	FBgn0005390	83	0.10619986105412488	8.814588467492365	38	30	13	0	0	0
163	decohere	FBgn0013683	83	0.09763571751345744	8.103764553616967	81	39	5	3	1	1
3205	decohere	FBgn0035517	83	0.08542124707126014	7.089963506914592	9	8	8	3	1	1
2484	decohere	FBgn0030314	83	0.08023141798238766	6.659207692538176	11	10	0	0	0	0
4899	decohere	FBgn0038136	82	0.22939545565415967	18.810427363641093	129	19	5	3	1	1
729	decohere	FBgn0033593	82	0.16027407279647848	13.142473969311235	2	1	1	1	1	1
1894	decohere	FBgn0028554	82	0.15322174358775398	12.564182974195825	72	6	6	4	0	0
4723	decohere	FBgn0003345	82	0.14815522605259326	12.148728536312648	47	11	4	3	1	1
570	decohere	FBgn0038808	82	0.1250058768878886	10.250481904806866	134	8	8	3	1	1
4406	decohere	FBgn0036745	82	0.11616045389271898	9.525157219202956	157	7	7	3	1	1
1315	decohere	FBgn0025519	82	0.10416401446992458	8.541449186533816	106	30	13	0	0	0
4028	decohere	FBgn0053113	82	0.10393433855653211	8.522615761635633	90	37	4	3	1	1
4327	decohere	FBgn0085195	82	0.09476488296487066	7.770720403119395	2	1	1	1	1	1
157	decohere	FBgn0030396	82	0.08673049173008113	7.111900321866653	47	11	4	3	1	1
5346	decohere	FBgn0033538	81	0.17046029657021813	13.80728402218767	18	15	10	0	0	0
5506	decohere	FBgn0034223	81	0.14966106587112407	12.122546335561049	45	9	9	2	0	0
5252	decohere	FBgn0003118	81	0.14637811574220103	11.856627375118283	35	27	4	3	1	1
2352	decohere	FBgn0261934	81	0.13492653608373395	10.92904942278245	75	28	12	4	0	0
877	decohere	FBgn0032897	81	0.13404666136501522	10.857779570566233	2	1	1	1	1	1
1774	decohere	FBgn0043456	81	0.1323721518034687	10.722144296080964	22	6	6	4	0	0
5483	decohere	FBgn0039259	81	0.12781066790975107	10.352664100689838	157	7	7	3	1	1
5465	decohere	FBgn0003209	81	0.1012344156276244	8.199987665837577	82	14	9	2	0	0
5823	decohere	FBgn0036557	81	0.08707518944907532	7.053090345375101	134	8	8	3	1	1
2790	decohere	FBgn0039778	80	0.19210258780179834	15.368207024143867	116	33	1	1	1	1
5017	decohere	FBgn0020224	80	0.18969972124549414	15.175977699639532	72	6	6	4	0	0
4272	decohere	FBgn0011202	80	0.1559619527546403	12.476956220371225	4	3	3	2	0	0
5165	decohere	FBgn0039305	80	0.137802040935543	11.024163274843438	157	7	7	3	1	1
5228	decohere	FBgn0003048	80	0.12685661216790464	10.148528973432372	121	3	3	2	0	0
4142	decohere	FBgn0034733	80	0.08110099596606248	6.488079677284998	23	19	5	3	1	1
4353	decohere	FBgn0261989	80	0.07640185139748751	6.112148111799001	154	19	5	3	1	1
1647	decohere	FBgn0015903	79	0.18411734182892203	14.545270004484841	72	6	6	4	0	0
5041	decohere	FBgn0000044	79	0.17317627434587288	13.680925673323957	152	25	11	1	1	1
4273	decohere	FBgn0250746	79	0.1508227111751993	11.914994182840744	157	7	7	3	1	1
5026	decohere	FBgn0039665	79	0.13189034268939467	10.419337072462179	38	30	13	0	0	0
6369	decohere	FBgn0032001	79	0.13086449377718967	10.338295008397985	48	21	7	3	1	1
1416	decohere	FBgn0024811	79	0.12263296344681089	9.68800411229806	43	23	10	0	0	0
1443	decohere	FBgn0035839	79	0.12199463067509901	9.637575823332822	106	30	13	0	0	0
525	decohere	FBgn0034791	79	0.10778085934284662	8.514687888084882	20	17	10	0	0	0
4470	decohere	FBgn0024371	79	0.10483567360260249	8.282018214605596	89	16	0	0	0	0
3519	decohere	FBgn0003204	78	0.1998556775119196	15.58874284592973	77	26	10	0	0	0
2456	decohere	FBgn0031696	78	0.16528720589687504	12.892402059956252	121	3	3	2	0	0
2871	decohere	FBgn0026427	78	0.15466294741144132	12.063709898092423	137	6	6	4	0	0
4438	decohere	FBgn0017581	78	0.15316920862908495	11.947198273068626	64	11	4	3	1	1
5646	decohere	FBgn0020309	78	0.1529983400695877	11.93387052542784	58	13	9	2	0	0
3619	decohere	FBgn0036876	78	0.15223871270377026	11.87461959089408	26	21	7	3	1	1
4482	decohere	FBgn0030817	78	0.13392278847415565	10.44597750098414	22	6	6	4	0	0
1244	decohere	FBgn0014366	78	0.12125446502219774	9.457848271731423	28	22	8	3	1	1
3814	decohere	FBgn0036451	78	0.12021583751689094	9.376835326317494	58	13	9	2	0	0
1551	decohere	FBgn0262508	78	0.10892087763697098	8.495828455683736	23	19	5	3	1	1
371	decohere	FBgn0023181	78	0.09176107769456761	7.157364060176273	38	30	13	0	0	0
6016	decohere	FBgn0010516	77	0.18755629911712876	14.441835032018915	51	33	1	1	1	1
2229	decohere	FBgn0002521	77	0.1609019455706738	12.389449808941883	121	3	3	2	0	0
1302	decohere	FBgn0267350	77	0.15914315540653337	12.25402296630307	45	9	9	2	0	0
5620	decohere	FBgn0261885	77	0.15911237080385532	12.251652551896859	137	6	6	4	0	0
831	decohere	FBgn0261593	77	0.14539409872955214	11.195345602175514	161	38	5	3	1	1
6398	decohere	FBgn0000116	77	0.13898779381590887	10.702060123824982	152	25	11	1	1	1
2041	decohere	FBgn0031174	77	0.1171688467683268	9.022001201161164	17	4	4	3	1	1
1911	decohere	FBgn0031478	77	0.11557232819364122	8.899069270910374	114	22	8	3	1	1
4942	decohere	FBgn0037621	77	0.10479079864055453	8.0688914953227	38	30	13	0	0	0
6355	decohere	FBgn0263235	77	0.10220503987200555	7.869788070144427	154	19	5	3	1	1
5686	decohere	FBgn0031815	77	0.09219158850422285	7.09875231482516	17	4	4	3	1	1
2676	decohere	FBgn0035779	76	0.17121395565020095	13.012260629415273	31	18	11	1	1	1
6484	decohere	FBgn0283712	76	0.1665673743891534	12.659120453575659	4	3	3	2	0	0
3303	decohere	FBgn0013718	76	0.14523540386731906	11.037890693916248	45	9	9	2	0	0
4416	decohere	FBgn0015039	76	0.1423125344531011	10.815752618435683	154	19	5	3	1	1
3331	decohere	FBgn0050421	76	0.1371626495211074	10.424361363604163	4	3	3	2	0	0
3587	decohere	FBgn0039907	76	0.13647035418375134	10.371746917965101	61	3	3	2	0	0
6134	decohere	FBgn0026371	76	0.13326578922474844	10.128199981080881	121	3	3	2	0	0
410	decohere	FBgn0035743	76	0.12469091292523908	9.47650938231817	131	18	11	1	1	1
2169	decohere	FBgn0015019	76	0.11459524086836755	8.709238305995934	29	23	10	0	0	0
5469	decohere	FBgn0002868	76	0.11197708885019643	8.510258752614929	99	41	11	1	1	1
1877	decohere	FBgn0015797	76	0.1023233985659597	7.776578291012938	96	22	8	3	1	1
1193	decohere	FBgn0033774	76	0.10168875203131036	7.728345154379587	116	33	1	1	1	1
